Latitude, Longitude, Altitude (m), Time, Sats, Speed (m/s), Range (m), Battery (%), Roll (deg), Pitch (deg), Yaw (deg), Images, HD Signal (%), RC Signal (%), Battery Temp (C), Battery Voltage (mV), Battery Current (mA), Battery Energy (mAh), Battery Capacity (mAh), Battery Discharges, flyState, timestamp (Unix), LastUpdate (ms), radioChannel, Rc_elevator, Rc_aileron, Rc_throttle, Rc_rudder, Rc_gyro, Dronetype, Battery_Cell1 (mV), Battery_Cell2 (mV), Battery_Cell3 (mV), Battery_Cell4 (mV), Battery_Cell5 (mV), Battery_Cell6 (mV), Video, isFlying, elapsedTime (ms), gimbalPitch (deg), gimbalRoll (deg), gimbalYaw (deg), VelocityX (m/s), VelocityY (m/s), VelocityZ (m/s), GroundSmear (cm), App Version, Aircraft Name, Aircraft Firmware, Aircraft Serial Number, Battery Firmware, Battery Serial Number, Battery Lifetime (%), App_Tip, App_Warning, CurrentFlightStartingIndex, CurrentFlightLastVisitedWaypoint, PreviousFlightEndingWaypointIndex, DJIDiagnosticError, Focal Length (m)
 40.0403242, -105.5691674, 0.500, 15:08:32.639, 13, 0.00, 0.25, 98, 0.500, -0.900, -73.700, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655312.639, 30, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5104, -89.900, 0.000, -75.700, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403241, -105.5691672, 0.500, 15:08:32.739, 13, 0.00, 0.27, 98, 0.800, -0.800, -73.700, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655312.739, 21, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5204, -89.900, 0.000, -75.600, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403240, -105.5691671, 0.600, 15:08:32.839, 13, 0.00, 0.28, 98, 0.900, -0.800, -73.700, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655312.839, 21, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5304, -89.900, 0.000, -75.600, 0.000, 0.000, -0.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403240, -105.5691671, 0.600, 15:08:32.939, 13, 0.00, 0.28, 98, 0.900, -0.800, -73.700, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655312.939, 121, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5404, -89.900, 0.000, -75.600, 0.000, 0.000, -0.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403239, -105.5691669, 0.600, 15:08:33.039, 13, 0.00, 0.30, 98, 0.700, -0.900, -73.700, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655313.039, 11, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5504, -89.900, 0.000, -75.400, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691669, 0.700, 15:08:33.139, 14, 0.00, 0.31, 98, 0.700, -1.000, -73.600, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655313.140, 11, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5604, -89.900, 0.000, -75.400, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691669, 0.700, 15:08:33.239, 14, 0.00, 0.31, 98, 0.700, -1.000, -73.600, 733, --, 100, 17, 23500, -10739, 5027, 5130, 30, 11, 1570655313.239, 111, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5704, -89.900, 0.000, -75.400, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691669, 0.700, 15:08:33.338, 14, 0.00, 0.31, 98, 1.100, -1.200, -73.600, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 11, 1570655313.338, 91, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5803, -90.000, 0.000, -75.300, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691668, 0.700, 15:08:33.439, 14, 0.00, 0.31, 98, 1.200, -1.400, -73.500, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 11, 1570655313.440, 92, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 5904, -89.900, 0.000, -75.300, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691669, 0.800, 15:08:33.538, 14, 0.00, 0.31, 98, 1.100, -1.000, -73.500, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 11, 1570655313.539, 91, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 6004, -89.900, 0.000, -75.200, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691669, 0.800, 15:08:33.639, 14, 0.00, 0.30, 98, 0.800, -0.700, -73.500, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 11, 1570655313.640, 91, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 6104, -89.900, 0.000, -75.200, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691670, 0.900, 15:08:33.739, 14, 0.00, 0.30, 98, 0.300, -0.600, -73.300, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 11, 1570655313.739, 63, 100, 1024, 1024, 1024, 1024, 0, , 3898, 3919, 3927, 3917, 3852, 3863, 0, 1, 6204, -89.900, 0.000, -75.100, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691670, 0.900, 15:08:33.839, 14, 0.00, 0.29, 98, -0.300, -0.500, -73.100, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655313.839, 71, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6304, -89.900, 0.000, -75.100, 0.000, 0.000, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691671, 0.900, 15:08:33.939, 14, 0.10, 0.29, 98, -0.500, -0.600, -72.800, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655313.939, 72, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6404, -89.900, 0.000, -75.000, 0.000, -0.100, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691672, 1.000, 15:08:34.039, 13, 0.10, 0.29, 98, -0.500, 0.000, -72.400, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.039, 67, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6504, -89.900, 0.000, -75.000, 0.000, -0.100, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403236, -105.5691673, 1.100, 15:08:34.139, 13, 0.10, 0.28, 98, 0.000, 0.500, -71.900, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.139, 75, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6604, -89.900, 0.000, -74.900, 0.000, -0.100, -0.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403236, -105.5691674, 1.100, 15:08:34.239, 14, 0.00, 0.28, 98, 0.800, 0.900, -71.300, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.239, 73, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6704, -89.900, 0.000, -74.800, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403235, -105.5691675, 1.100, 15:08:34.339, 14, 0.00, 0.28, 98, 1.600, 1.200, -70.800, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.339, 70, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6804, -89.900, 0.000, -74.600, 0.000, 0.000, -0.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403234, -105.5691675, 1.200, 15:08:34.439, 13, 0.00, 0.28, 98, 1.400, 0.600, -69.900, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.439, 43, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 6904, -89.900, 0.000, -74.300, 0.000, 0.000, -0.700, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403233, -105.5691676, 1.300, 15:08:34.539, 13, 0.00, 0.28, 98, 0.900, 0.000, -69.400, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.539, 41, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 7004, -89.900, 0.000, -74.300, 0.000, 0.000, -0.800, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403233, -105.5691676, 1.400, 15:08:34.639, 13, 0.00, 0.28, 98, 0.400, -0.600, -69.100, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.639, 30, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 7104, -90.000, 0.000, -73.800, 0.000, 0.000, -1.000, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403232, -105.5691677, 1.500, 15:08:34.738, 14, 0.00, 0.28, 98, 0.200, -1.000, -68.900, 733, --, 100, 17, 22791, -18625, 5027, 5130, 30, 14, 1570655314.739, 31, 100, 1024, 1024, 1024, 1024, 0, , 3778, 3820, 3797, 3804, 3817, 3796, 0, 1, 7204, -90.000, 0.000, -73.600, 0.000, 0.000, -1.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403232, -105.5691677, 1.700, 15:08:34.839, 14, 0.00, 0.28, 98, 0.700, -0.800, -68.900, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655314.839, 28, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7304, -89.900, 0.000, -73.400, 0.000, 0.000, -1.500, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403232, -105.5691678, 1.900, 15:08:34.939, 15, 0.00, 0.27, 98, 1.300, -0.100, -69.000, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655314.939, 40, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7404, -89.900, 0.000, -73.100, 0.000, 0.000, -1.800, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403232, -105.5691680, 2.100, 15:08:35.039, 15, 0.00, 0.26, 98, 1.800, 0.600, -69.300, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.039, 39, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7504, -89.900, 0.000, -73.000, 0.000, 0.000, -2.000, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403232, -105.5691682, 2.300, 15:08:35.139, 15, 0.00, 0.25, 98, 2.100, 1.000, -69.800, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.140, 30, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7604, -89.900, 0.000, -72.800, 0.000, 0.000, -2.100, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403233, -105.5691684, 2.500, 15:08:35.239, 15, 0.00, 0.23, 98, 2.500, 0.900, -70.400, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.239, 30, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7704, -89.900, 0.000, -72.600, 0.000, 0.000, -2.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403234, -105.5691686, 2.800, 15:08:35.340, 14, 0.10, 0.21, 98, 2.600, 0.500, -70.800, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.341, 2, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7805, -89.900, 0.000, -72.500, 0.100, 0.000, -2.500, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403234, -105.5691688, 3.000, 15:08:35.440, 14, 0.10, 0.20, 98, 1.400, 0.500, -70.600, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.440, 1, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 7905, -89.900, 0.000, -72.500, 0.100, 0.000, -2.600, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403236, -105.5691690, 3.300, 15:08:35.539, 16, 0.10, 0.18, 98, -0.500, 1.700, -70.000, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.540, 3, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 8004, -89.900, 0.000, -72.200, 0.100, 0.000, -2.800, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691691, 3.600, 15:08:35.639, 16, 0.10, 0.16, 98, -1.300, 2.600, -69.300, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.640, 5, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 8104, -89.900, 0.000, -72.100, 0.100, 0.000, -3.000, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403237, -105.5691691, 3.600, 15:08:35.739, 16, 0.10, 0.16, 98, -1.300, 2.600, -69.300, 733, --, 100, 17, 22433, -19283, 5027, 5130, 30, 14, 1570655315.739, 105, 100, 1024, 1024, 1024, 1024, 0, , 3723, 3716, 3746, 3736, 3729, 3736, 0, 1, 8204, -89.900, 0.000, -72.100, 0.100, 0.000, -3.000, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691692, 3.900, 15:08:35.839, 15, 0.10, 0.15, 98, -1.600, 2.800, -68.700, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655315.839, 91, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8304, -89.900, 0.000, -72.000, 0.100, 0.000, -3.100, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403239, -105.5691694, 4.200, 15:08:35.938, 15, 0.00, 0.13, 98, -1.200, 2.700, -68.300, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655315.939, 85, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8403, -89.900, 0.000, -71.900, 0.000, 0.000, -3.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403239, -105.5691696, 4.600, 15:08:36.039, 15, 0.00, 0.11, 98, -0.300, 2.700, -68.100, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.039, 77, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8504, -89.900, 0.000, -71.800, 0.000, 0.000, -3.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403239, -105.5691697, 4.900, 15:08:36.139, 15, 0.00, 0.12, 98, 0.300, 2.800, -68.000, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.139, 86, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8604, -89.900, 0.000, -71.700, 0.000, 0.000, -3.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691697, 5.300, 15:08:36.239, 16, 0.00, 0.12, 98, 0.400, 2.700, -68.100, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.239, 87, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8704, -89.900, 0.000, -71.700, 0.000, 0.000, -3.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403238, -105.5691697, 5.600, 15:08:36.339, 16, 0.00, 0.12, 98, 0.400, 2.400, -68.300, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.339, 90, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8804, -89.900, 0.000, -71.600, 0.000, 0.000, -3.400, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403239, -105.5691697, 6.000, 15:08:36.439, 16, 0.00, 0.12, 98, 0.000, 2.200, -68.400, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.439, 81, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 8904, -89.900, 0.000, -71.500, 0.000, 0.000, -3.500, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403240, -105.5691696, 6.400, 15:08:36.539, 16, 0.10, 0.11, 98, -0.300, 1.600, -68.500, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.539, 80, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 9003, -89.900, 0.000, -71.400, 0.000, 0.100, -3.500, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403241, -105.5691694, 6.800, 15:08:36.639, 16, 0.10, 0.11, 98, -0.700, 1.100, -68.600, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.639, 80, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 9104, -90.000, 0.000, -71.400, 0.000, 0.100, -3.500, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403243, -105.5691692, 7.500, 15:08:36.739, 16, 0.10, 0.11, 98, -1.200, 0.500, -68.800, 733, --, 100, 17, 21570, -26949, 5027, 5130, 30, 14, 1570655316.739, 66, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3583, 3575, 3557, 3592, 3728, 0, 1, 9204, -89.900, 0.000, -71.300, 0.000, 0.100, -3.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403244, -105.5691690, 7.800, 15:08:36.838, 16, 0.10, 0.11, 98, -1.300, 0.300, -69.000, 733, --, 100, 17, 21534, -26460, 4976, 5130, 30, 14, 1570655316.839, 67, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3641, 3612, 3614, 3602, 3615, 0, 1, 9303, -90.000, 0.000, -71.200, 0.000, 0.100, -3.300, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403245, -105.5691689, 8.200, 15:08:36.939, 16, 0.10, 0.12, 98, -1.400, 0.400, -69.100, 733, --, 100, 17, 21534, -26460, 4976, 5130, 30, 14, 1570655316.939, 59, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3641, 3612, 3614, 3602, 3615, 0, 1, 9404, -90.000, 0.000, -71.200, 0.000, 0.100, -3.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403245, -105.5691687, 8.500, 15:08:37.039, 16, 0.10, 0.13, 98, -1.300, 0.500, -69.200, 733, --, 100, 17, 21534, -26460, 4976, 5130, 30, 14, 1570655317.039, 53, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3641, 3612, 3614, 3602, 3615, 0, 1, 9504, -89.900, 0.000, -71.100, 0.000, 0.100, -3.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
 40.0403245, -105.5691684, 8.900, 15:08:37.139, 16, 0.10, 0.15, 98, -1.200, 0.200, -69.200, 733, --, 100, 17, 21534, -26460, 4976, 5130, 30, 14, 1570655317.139, 45, 100, 1024, 1024, 1024, 1024, 0, , 3564, 3641, 3612, 3614, 3602, 3615, 0, 1, 9604, -89.900, 0.000, -71.100, 0.000, 0.100, -3.200, 0.0, , , , , , , 93, , , 39, 39, 39, ,0.0036100
