Latitude, Longitude, Altitude (m), Time, Sats, Speed (m/s), Range (m), Battery (%), Roll (deg), Pitch (deg), Yaw (deg), Images, HD Signal (%), RC Signal (%), Battery Temp (C), Battery Voltage (mV), Battery Current (mA), Battery Energy (mAh), Battery Capacity (mAh), Battery Discharges, flyState, timestamp (Unix), LastUpdate (ms), radioChannel, Rc_elevator, Rc_aileron, Rc_throttle, Rc_rudder, Rc_gyro, Dronetype, Battery_Cell1 (mV), Battery_Cell2 (mV), Battery_Cell3 (mV), Battery_Cell4 (mV), Battery_Cell5 (mV), Battery_Cell6 (mV), Video, isFlying, elapsedTime (ms), gimbalPitch (deg), gimbalRoll (deg), gimbalYaw (deg), VelocityX (m/s), VelocityY (m/s), VelocityZ (m/s), GroundSmear (cm), App Version, Aircraft Name, Aircraft Firmware, Aircraft Serial Number, Battery Firmware, Battery Serial Number, Battery Lifetime (%), App_Tip, App_Warning, CurrentFlightStartingIndex, CurrentFlightLastVisitedWaypoint, PreviousFlightEndingWaypointIndex, DJIDiagnosticError, Focal Length (m)
 40.0403232, -105.5691719, 0.500, 14:48:13.151, 14, 0.00, 0.52, 100, -0.900, 0.200, -72.500, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.151, 22, 100, 1024, 971, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 5805, -89.900, 0.000, -74.200, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691719, 0.500, 14:48:13.251, 14, 0.00, 0.52, 100, -0.900, 0.200, -72.500, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.251, 121, 100, 1024, 971, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 5905, -89.900, 0.000, -74.200, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691720, 0.600, 14:48:13.352, 14, 0.00, 0.52, 100, -1.400, 0.300, -72.200, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.352, 1, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6006, -89.900, -0.400, -74.100, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691721, 0.700, 14:48:13.451, 14, 0.00, 0.52, 100, -2.300, 0.100, -72.100, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.451, 7, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6106, -89.900, -0.100, -74.100, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, Aircraft GPS Error,0.0036100
 40.0403232, -105.5691722, 0.700, 14:48:13.551, 15, 0.00, 0.51, 100, -1.400, 0.000, -72.100, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.552, 1, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6206, -89.900, 0.000, -74.100, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691723, 0.800, 14:48:13.652, 15, 0.00, 0.50, 100, -0.500, 0.000, -72.100, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.652, 1, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6307, -89.900, 0.000, -74.100, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691723, 0.800, 14:48:13.751, 15, 0.00, 0.50, 100, -0.500, 0.000, -72.100, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.751, 100, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6405, -89.900, 0.000, -74.000, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691724, 0.800, 14:48:13.851, 14, 0.00, 0.49, 100, 0.000, 0.100, -72.100, 370, --, 100, 18, 22696, -17609, 5282, 5282, 22, 11, 1570654093.851, 99, 100, 1024, 1024, 1024, 1024, 0, , 3754, 3743, 3781, 3789, 3789, 3758, 0, 1, 6505, -89.900, 0.000, -74.000, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691725, 0.900, 14:48:13.951, 14, 0.00, 0.49, 100, 0.100, 0.300, -72.200, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 6, 1570654093.951, 91, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 6605, -89.900, 0.000, -74.000, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691727, 0.900, 14:48:14.051, 14, 0.00, 0.48, 100, 0.100, 0.400, -72.300, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.051, 93, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 6705, -89.900, 0.000, -73.900, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691728, 1.000, 14:48:14.151, 14, 0.00, 0.47, 100, 0.200, 0.400, -72.400, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.151, 88, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 6805, -89.900, 0.000, -73.900, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691729, 1.000, 14:48:14.251, 14, 0.00, 0.47, 100, 0.400, 0.600, -72.400, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.251, 74, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 6905, -89.900, 0.000, -73.900, 0.000, 0.000, -0.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691730, 1.100, 14:48:14.351, 14, 0.00, 0.46, 100, 0.400, 0.800, -72.500, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.351, 60, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 7006, -89.900, 0.000, -73.900, 0.000, 0.000, -0.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403231, -105.5691732, 1.100, 14:48:14.451, 14, 0.00, 0.46, 100, 0.200, 0.900, -72.500, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.451, 61, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 7105, -89.900, 0.000, -73.800, 0.000, 0.000, -0.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691732, 1.100, 14:48:14.551, 14, 0.00, 0.46, 100, 0.000, 0.900, -72.500, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.551, 60, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 7206, -89.900, 0.000, -73.800, 0.000, 0.000, -0.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691732, 1.200, 14:48:14.651, 14, 0.00, 0.47, 100, -0.100, 0.800, -72.500, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.652, 60, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 7306, -89.900, 0.000, -73.800, 0.000, 0.000, -0.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691733, 1.300, 14:48:14.751, 14, 0.00, 0.46, 100, -0.400, 0.400, -72.500, 370, --, 100, 18, 22340, -19749, 5282, 5282, 22, 14, 1570654094.751, 58, 100, 1024, 1024, 1024, 1024, 0, , 3689, 3682, 3701, 3712, 3758, 3680, 0, 1, 7406, -89.900, 0.000, -73.800, 0.000, 0.000, -0.900, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691734, 1.400, 14:48:14.851, 14, 0.00, 0.46, 100, -0.500, 0.300, -72.400, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654094.851, 58, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 7505, -89.900, 0.000, -73.700, 0.000, 0.000, -1.100, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691735, 1.600, 14:48:14.951, 14, 0.00, 0.46, 100, -0.500, 0.300, -72.300, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654094.951, 58, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 7605, -89.900, 0.000, -73.700, 0.000, 0.000, -1.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691736, 1.700, 14:48:15.051, 14, 0.00, 0.46, 100, -0.400, 0.500, -72.200, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.051, 58, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 7705, -89.900, 0.000, -73.700, 0.000, 0.000, -1.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691737, 1.900, 14:48:15.151, 15, 0.00, 0.46, 100, -0.300, 0.700, -72.100, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.152, 33, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 7806, -89.900, 0.000, -73.700, 0.000, 0.000, -1.700, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403233, -105.5691738, 2.100, 14:48:15.251, 15, 0.00, 0.46, 100, -0.100, 1.000, -72.000, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.251, 36, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 7905, -89.900, 0.000, -73.700, 0.000, 0.000, -1.900, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403233, -105.5691739, 2.300, 14:48:15.351, 14, 0.00, 0.46, 100, 0.100, 1.300, -71.900, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.352, 22, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8006, -89.900, 0.000, -73.700, 0.000, 0.000, -2.100, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691740, 2.500, 14:48:15.451, 14, 0.00, 0.45, 100, 0.400, 1.600, -71.800, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.452, 11, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8106, -89.900, 0.000, -73.600, 0.000, 0.000, -2.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691741, 2.700, 14:48:15.551, 15, 0.00, 0.44, 100, 0.700, 1.600, -71.500, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.552, 9, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8206, -89.900, 0.000, -73.600, 0.000, 0.000, -2.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403232, -105.5691741, 3.000, 14:48:15.651, 15, 0.00, 0.45, 100, 0.600, 1.200, -71.400, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.652, 13, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8306, -89.900, 0.000, -73.600, 0.000, 0.000, -2.700, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403233, -105.5691741, 3.300, 14:48:15.751, 15, 0.00, 0.46, 100, -0.200, 0.200, -71.500, 370, --, 100, 18, 22200, -19335, 5282, 5282, 22, 14, 1570654095.752, 8, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8406, -90.000, 0.000, -73.600, 0.000, 0.000, -2.900, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691741, 3.600, 14:48:15.851, 15, 0.00, 0.47, 100, -1.200, -0.700, -71.800, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654095.852, 8, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8506, -90.000, 0.000, -73.600, 0.000, 0.000, -3.100, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691742, 3.900, 14:48:15.951, 15, 0.00, 0.47, 100, -1.500, -1.000, -72.100, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654095.951, 7, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8606, -89.900, 0.000, -73.500, 0.000, 0.000, -3.200, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691744, 4.300, 14:48:16.051, 15, 0.00, 0.47, 100, -1.500, -0.300, -72.400, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654096.052, 8, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8706, -89.900, 0.000, -73.500, 0.000, 0.000, -3.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691747, 4.600, 14:48:16.151, 15, 0.00, 0.47, 100, -1.000, 0.800, -72.600, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654096.151, 8, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8806, -89.900, 0.000, -73.500, 0.000, 0.000, -3.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691747, 4.600, 14:48:16.251, 15, 0.00, 0.47, 100, -1.000, 0.800, -72.600, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654096.251, 107, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 8905, -89.900, 0.000, -73.500, 0.000, 0.000, -3.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691748, 5.000, 14:48:16.351, 15, 0.00, 0.47, 100, -0.200, 1.700, -72.700, 370, --, 100, 18, 21867, -20343, 5282, 5282, 22, 14, 1570654096.352, 84, 100, 1024, 1024, 1024, 1024, 0, , 3671, 3682, 3683, 3703, 3726, 3698, 0, 1, 9006, -89.900, 0.000, -73.500, 0.000, 0.000, -3.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691749, 5.400, 14:48:16.451, 15, 0.00, 0.47, 100, 0.200, 2.000, -72.700, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.452, 96, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9106, -89.900, 0.000, -73.500, 0.000, 0.000, -3.500, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403235, -105.5691750, 5.800, 14:48:16.551, 15, 0.00, 0.47, 100, 0.400, 2.000, -72.700, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.552, 69, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9206, -89.900, 0.000, -73.500, 0.000, 0.000, -3.400, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691750, 6.100, 14:48:16.651, 15, 0.00, 0.46, 100, 0.500, 1.900, -72.500, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.652, 70, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9306, -89.900, 0.000, -73.400, 0.000, 0.000, -3.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691751, 6.500, 14:48:16.751, 15, 0.00, 0.46, 100, 0.600, 1.600, -72.400, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.752, 53, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9406, -89.900, 0.000, -73.400, 0.000, 0.000, -3.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691751, 6.800, 14:48:16.851, 15, 0.00, 0.46, 98, 0.400, 1.400, -72.400, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.851, 68, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9506, -89.900, 0.000, -73.400, 0.000, 0.000, -3.300, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
 40.0403234, -105.5691752, 7.100, 14:48:16.951, 15, 0.00, 0.46, 98, 0.000, 1.100, -72.300, 370, --, 100, 18, 21867, -20343, 5176, 5282, 22, 14, 1570654096.952, 69, 100, 1024, 1024, 1024, 1024, 0, , 3594, 3626, 3629, 3679, 3692, 3596, 0, 1, 9606, -90.000, 0.000, -73.400, 0.000, 0.000, -3.200, 0.0, , , , , , , 95, , , 21, 21, 21, ,0.0036100
