"wavelength_nm","band","transmission","qe_pct","qe","spectral_response","band_fullname","relative_spectral_response"
631,"green",0.00204323154979163,58.761,0.58761,0.00120062329097306,"green",0.00198778243532502
631,"red",0.000958026522710995,58.761,0.58761,0.000562945965010208,"red",0.0012084586526511
631,"re",0,58.761,0.58761,0,"red edge",0
631,"nir",0.00108703734540206,58.761,0.58761,0.000638754014531705,"near infrared",0.00361710670638281
632,"blue",0.000310736135249584,58.583,0.58583,0.000182038550113264,"blue",0.000309600462350214
632,"green",0.001981888914759,58.583,0.58583,0.00116104998293326,"green",0.00192226386074743
632,"red",0.000682540146789606,58.583,0.58583,0.000399852494193755,"red",0.000858350954489574
632,"re",0.00035850808532146,58.583,0.58583,0.000210024791623871,"red edge",0.000574731302841679
632,"nir",0.00104278398253822,58.583,0.58583,0.000610894140490365,"near infrared",0.00345934309951485
633,"blue",0.000237018657873688,58.405,0.58405,0.000138430747131127,"blue",0.000235434875132858
633,"green",0.00239368293020871,58.405,0.58405,0.0013980305153884,"green",0.00231461485332771
633,"red",0.000550330726000065,58.405,0.58405,0.000321420660520338,"red",0.000689983768405891
633,"re",0.000154856284147066,58.405,0.58405,9.04438127560939e-05,"red edge",0.000247498830673144
633,"nir",0.00102584002493074,58.405,0.58405,0.000599141866560799,"near infrared",0.0033927928659683
634,"blue",0.000239626211985048,58.244,0.58244,0.000139567890908571,"blue",0.000237368862406631
634,"green",0.00236036373318064,58.244,0.58244,0.00137477025275373,"green",0.0022761045713318
634,"red",0.00103088899051558,58.244,0.58244,0.000600430983635894,"red",0.00128892658015845
634,"re",0,58.244,0.58244,0,"red edge",0
634,"nir",0.000813435849038937,58.244,0.58244,0.000473777575914238,"near infrared",0.00268288575599727
635,"blue",0.00022407873120674,58.083,0.58083,0.000130151649446811,"blue",0.000221354272593933
635,"green",0.00222773473228896,58.083,0.58083,0.0012939351645554,"green",0.00214227194482297
635,"red",0.000911353564841306,58.083,0.58083,0.000529341491066776,"red",0.00113632097012238
635,"re",0,58.083,0.58083,0,"red edge",0
635,"nir",0.000926128731368443,58.083,0.58083,0.000537923351040733,"near infrared",0.00304612748617453
636,"blue",0.000368078409786157,57.921,0.57921,0.00021319469573224,"blue",0.000362589002869154
636,"green",0.00265238061788559,57.921,0.57921,0.00153628537768551,"green",0.00254351311720343
636,"red",0.00111856624387366,57.921,0.57921,0.000647884754114063,"red",0.00139079411825196
636,"re",0.000528101980777653,57.921,0.57921,0.000305881948286224,"red edge",0.000837043709435643
636,"nir",0.000941247685273944,57.921,0.57921,0.000545180071787521,"near infrared",0.00308722050896954
637,"blue",0.000217383940434608,57.76,0.5776,0.00012556096399503,"blue",0.0002135467047052
637,"green",0.00229209667730833,57.76,0.5776,0.00132391504081329,"green",0.00219190738991779
637,"red",0.000982553891415228,57.76,0.5776,0.000567523127681436,"red",0.00121828430587261
637,"re",0.000585566947265397,57.76,0.5776,0.000338223468740493,"red edge",0.000925546043102285
637,"nir",0.000956657566081491,57.76,0.5776,0.000552565410168669,"near infrared",0.00312904186175891
638,"blue",0.000354927009850385,57.598,0.57598,0.000204430859133625,"blue",0.000347683984886947
638,"green",0.00245638617881928,57.598,0.57598,0.00141482931127633,"green",0.00234242736675445
638,"red",0.00104505693069411,57.598,0.57598,0.000601931890941194,"red",0.00129214853134498
638,"re",0.000962040022244741,57.598,0.57598,0.000554115812012526,"red edge",0.00151633385802125
638,"nir",0.000935205166047734,57.598,0.57598,0.000538659471540174,"near infrared",0.00305029595531078
639,"blue",0.000402767717134752,57.437,0.57437,0.000231337693690687,"blue",0.000393445547006972
639,"green",0.00216214337114431,57.437,0.57437,0.00124187028808416,"green",0.00205607201206719
639,"red",0.000820417034148248,57.437,0.57437,0.000471222931903729,"red",0.00101155966075066
639,"re",0.000802140567203753,57.437,0.57437,0.00046072547758482,"red edge",0.00126077189239112
639,"nir",0.000867450796351157,57.437,0.57437,0.000498237713900214,"near infrared",0.00282139749468745
640,"blue",0.000319460773658688,57.276,0.57276,0.00018297435272075,"blue",0.000311192020400782
640,"green",0.00240964289230821,57.276,0.57276,0.00138014706299845,"green",0.00228500655502884
640,"red",0.00054285879440125,57.276,0.57276,0.00031092780308126,"red",0.00066745907660344
640,"re",0.000752891955061103,57.276,0.57276,0.000431226396180797,"red edge",0.001180047872351
640,"nir",0.000987219019584989,57.276,0.57276,0.000565439565657498,"near infrared",0.00320194503433904
641,"blue",0.000244756387868592,57.114,0.57114,0.000139790163367268,"blue",0.000237746890334987
641,"green",0.00293497974902624,57.114,0.57114,0.00167628433385885,"green",0.00277529894722814
641,"red",0.000840972430114277,57.114,0.57114,0.000480312993735468,"red",0.00103107301470729
641,"re",0.000540685753209472,57.114,0.57114,0.000308807261088058,"red edge",0.00084504880647594
641,"nir",0.00108169374895129,57.114,0.57114,0.00061779856777604,"near infrared",0.00349844117118342
642,"blue",0.000454746373138006,56.96,0.5696,0.000259023534139408,"blue",0.000440531996542771
642,"green",0.0027062693291447,56.96,0.5696,0.00154149100988082,"green",0.00255213169417124
642,"red",0.00113250164254483,56.96,0.5696,0.000645072935593535,"red",0.00138475807459588
642,"re",0.00054470328797214,56.96,0.5696,0.000310262992828931,"red edge",0.000849032405714635
642,"nir",0.0011066134225663,56.96,0.5696,0.000630327005493764,"near infrared",0.00356938662915053
643,"blue",0.000499350954613354,56.877,0.56877,0.000284015842455437,"blue",0.00048303744500425
643,"green",0.00326537536494004,56.877,0.56877,0.00185724754631695,"green",0.00307490624109687
643,"red",0.00159652993611674,56.877,0.56877,0.000908058331765118,"red",0.00194930067242525
643,"re",0.000326675394241871,56.877,0.56877,0.000185803163982949,"red edge",0.000508448996341674
643,"nir",0.00132886620973055,56.877,0.56877,0.000755819234108445,"near infrared",0.00428001822033336
644,"blue",0.000431398725412857,56.793,0.56793,0.000245004278123724,"blue",0.000416688870229354
644,"green",0.0035235619542031,56.793,0.56793,0.00200113654065057,"green",0.00331313251716814
644,"red",0.001272586233066,56.793,0.56793,0.000722739899345173,"red",0.00155148333812824
644,"re",0,56.793,0.56793,0,"red edge",0
644,"nir",0.00143474103110917,56.793,0.56793,0.000814832473797831,"near infrared",0.00461419566609446
645,"blue",0.000354143830280248,56.709,0.56709,0.000200831424713626,"blue",0.000341562278468512
645,"green",0.00431858665913795,56.709,0.56709,0.00244902730853054,"green",0.00405467185596815
645,"red",0.000859978004677435,56.709,0.56709,0.000487684926672527,"red",0.00104689811462499
645,"re",0.00011015464143339,56.709,0.56709,6.24675956104611e-05,"red edge",0.00017094211751384
645,"nir",0.00163547350963216,56.709,0.56709,0.000927460672577302,"near infrared",0.0052519814237804
646,"blue",0.000684140541072635,56.626,0.56626,0.00038740142278779,"blue",0.000658869561066075
646,"green",0.00478911841330568,56.626,0.56626,0.00271188619271847,"green",0.00448986770539602
646,"red",0.00144213072514066,56.626,0.56626,0.00081662094441815,"red",0.00175301486742219
646,"re",0.000165658895314545,56.626,0.56626,9.38060060608142e-05,"red edge",0.000256699448007349
646,"nir",0.00180958317454223,56.626,0.56626,0.00102469456841628,"near infrared",0.00580259303439354
647,"blue",0.000686567067809797,56.542,0.56542,0.000388198751481015,"blue",0.000660225610825393
647,"green",0.00491617250815074,56.542,0.56542,0.00277970225955859,"green",0.00460214570925547
647,"red",0.00135325714344349,56.542,0.56542,0.000765158654045818,"red",0.00164254236392967
647,"re",0.00061059996220941,56.542,0.56542,0.000345245430632445,"red edge",0.000944761590350123
647,"nir",0.00230308163213871,56.542,0.56542,0.00130220841644387,"near infrared",0.0073740856246211
648,"blue",0.000754642609395992,56.459,0.56459,0.000426063670838883,"blue",0.000724624039250336
648,"green",0.00497584834294938,56.459,0.56459,0.00280931421594579,"green",0.00465117201686139
648,"red",0.00150879291024949,56.459,0.56459,0.00085184938919776,"red",0.0018286386778044
648,"re",0.000499244806754687,56.459,0.56459,0.000281868625445629,"red edge",0.000771331427494901
648,"nir",0.00261627782724844,56.459,0.56459,0.0014771242984862,"near infrared",0.00836459119577123
649,"blue",0.000537888307704461,56.375,0.56375,0.00030323453346839,"blue",0.000515723464639508
649,"green",0.00550268310106169,56.375,0.56375,0.00310213759822353,"green",0.00513597785089815
649,"red",0.00140299056613514,56.375,0.56375,0.000790935931658685,"red",0.0016978776467263
649,"re",0.000781017268100681,56.375,0.56375,0.000440298484891759,"red edge",0.00120487357661207
649,"nir",0.00269875003052666,56.375,0.56375,0.0015214203297094,"near infrared",0.00861542871374922
650,"blue",0.000424764998154781,56.292,0.56292,0.000239108712761289,"blue",0.000406662039314199
650,"green",0.00588446809539166,56.292,0.56292,0.00331248478025787,"green",0.00548423399161412
650,"red",0.00208276160309502,56.292,0.56292,0.00117242816161425,"red",0.00251681519111496
650,"re",0.000503906211881466,56.292,0.56292,0.000283658884792315,"red edge",0.000776230459074888
650,"nir",0.00243287685191955,56.292,0.56292,0.00136951503748255,"near infrared",0.00775522644691632
651,"blue",0.000534551138281346,56.208,0.56208,0.000300460503805179,"blue",0.000511005558098454
651,"green",0.00640685830992515,56.208,0.56208,0.00360116691884273,"green",0.00596218347733996
651,"red",0.00228945226061797,56.208,0.56208,0.00128685532664815,"red",0.00276245243923173
651,"re",0,56.208,0.56208,0,"red edge",0
651,"nir",0.00198851965717757,56.208,0.56208,0.00111770712890637,"near infrared",0.00632930026232881
652,"blue",0.000429741396763737,56.107,0.56107,0.00024111500548223,"blue",0.000410074224005994
652,"green",0.00585764190891077,56.107,0.56107,0.00328654714583257,"green",0.0054412909848341
652,"red",0.00249344188793544,56.107,0.56107,0.00139899544006394,"red",0.0030031801445349
652,"re",0,56.107,0.56107,0,"red edge",0
652,"nir",0.00133552939574012,56.107,0.56107,0.000749325478067909,"near infrared",0.00424324567880803
653,"blue",0.000455449255008483,55.974,0.55974,0.000254933165998448,"blue",0.000433575338918131
653,"green",0.00539830074575816,55.974,0.55974,0.00302164485943067,"green",0.00500271202676611
653,"red",0.00353456840196876,55.974,0.55974,0.00197843931731799,"red",0.00424705435399063
653,"re",0,55.974,0.55974,0,"red edge",0
653,"nir",0.00112582259079331,55.974,0.55974,0.000630167936970647,"near infrared",0.00356848586327094
654,"blue",0.000466675926057795,55.841,0.55841,0.000260596503869933,"blue",0.000443207210971421
654,"green",0.00553717183650423,55.841,0.55841,0.00309201212522233,"green",0.00511921386045046
654,"red",0.00425733114277322,55.841,0.55841,0.00237733628343599,"red",0.00510335410597985
654,"re",0.000627657024637005,55.841,0.55841,0.00035048995912755,"red edge",0.000959113204135701
654,"nir",0.000800130298187926,55.841,0.55841,0.00044680075981112,"near infrared",0.00253012268880154
655,"blue",0.000314864987099581,55.708,0.55708,0.000175404987013435,"blue",0.000298318488276819
655,"green",0.00555083461683855,55.708,0.55708,0.00309225894834842,"green",0.00511962250709122
655,"red",0.0049773646963897,55.708,0.55708,0.00277279032506477,"red",0.00595226303869328
655,"re",0.00114644111410885,55.708,0.55708,0.000638659415847758,"red edge",0.00174768681022974
655,"nir",0.00068148869173038,55.708,0.55708,0.00037964372038916,"near infrared",0.00214982891037093
656,"blue",0.000378047031375706,55.576,0.55576,0.000210103418157362,"blue",0.000357331539733793
656,"green",0.00546169353373687,55.576,0.55576,0.0030353907983096,"green",0.00502547015253797
656,"red",0.00708950911701899,55.576,0.55576,0.00394006558687447,"red",0.00845801665952957
656,"re",0.00121017418220928,55.576,0.55576,0.00067256640350463,"red edge",0.00184047303342176
656,"nir",0.000430677349812565,55.576,0.55576,0.000239353243931831,"near infrared",0.00135539848537004
657,"blue",0.000371916465342337,55.443,0.55443,0.000206201645879752,"blue",0.000350695634864293
657,"green",0.00500119263376752,55.443,0.55443,0.00277281123193973,"green",0.00459073674878876
657,"red",0.00940234770341802,55.443,0.55443,0.00521294363720605,"red",0.011190464512966
657,"re",0.00167522234060918,55.443,0.55443,0.000928793522303948,"red edge",0.00254163666592582
657,"nir",0.000387546102960102,55.443,0.55443,0.000214867185864169,"near infrared",0.00121673996763947
658,"blue",0.000396309634803475,55.31,0.5531,0.000219198859009802,"blue",0.00037280053073291
658,"green",0.00436115778410584,55.31,0.5531,0.00241215637038894,"green",0.00399362739367688
658,"red",0.0143901448626449,55.31,0.5531,0.0079591891235289,"red",0.0170857445691801
658,"re",0.00133836771838186,55.31,0.5531,0.000740251185037007,"red edge",0.00202569194197006
658,"nir",0.000309843346484042,55.31,0.5531,0.000171374354940324,"near infrared",0.000970450775187895
659,"blue",0.000350273327912988,55.177,0.55177,0.000193270314142549,"blue",0.000328702786194871
659,"green",0.00422765985557956,55.177,0.55177,0.00233269587851313,"green",0.00386207058377608
659,"red",0.0189802357246766,55.177,0.55177,0.0104727246658048,"red",0.0224814734021496
659,"re",0.00146066738783225,55.177,0.55177,0.0008059524445842,"red edge",0.0022054829571447
659,"nir",0.00033804455388477,55.177,0.55177,0.000186522843497,"near infrared",0.00105623293593108
660,"blue",0.000326647676058972,55.044,0.55044,0.000179799946809901,"blue",0.000305793177479462
660,"green",0.00446132356178695,55.044,0.55044,0.00245569094135001,"green",0.00406570433582555
660,"red",0.0311258407628845,55.044,0.55044,0.0171329077895221,"red",0.0367786820586697
660,"re",0.00106013146392607,55.044,0.55044,0.000583538763003466,"red edge",0.00159684954774399
660,"nir",0.000329796172349767,55.044,0.55044,0.000181533005108206,"near infrared",0.00102797670976379
661,"blue",0.000586260371990529,54.908,0.54908,0.00032190384505256,"blue",0.000547475132045246
661,"green",0.00498941241607027,54.908,0.54908,0.00273958656941586,"green",0.00453572915308319
661,"red",0.0445791504521661,54.908,0.54908,0.0244775199302754,"red",0.0525451332698416
661,"re",0.00135585669941767,54.908,0.54908,0.000744473796516254,"red edge",0.00203724708733218
661,"nir",0.000255727350584205,54.908,0.54908,0.000140414773658775,"near infrared",0.000795134289447461
662,"blue",0.000322603466752054,54.772,0.54772,0.000176696370809435,"blue",0.000300514797904996
662,"green",0.0045710580846026,54.772,0.54772,0.00250365993409854,"green",0.00414512301938989
662,"red",0.0793295500791261,54.772,0.54772,0.0434503811693389,"red",0.0932735863629894
662,"re",0.00208038198525122,54.772,0.54772,0.0011394668209618,"red edge",0.00311814260351257
662,"nir",0.000303790820898643,54.772,0.54772,0.000166392308422605,"near infrared",0.00094223867246794
663,"blue",0.000315666875957645,54.636,0.54636,0.000172467754348219,"blue",0.000293323015666126
663,"green",0.00446533205556695,54.636,0.54636,0.00243967882187956,"green",0.0040391942638696
663,"red",0.121997529699046,54.636,0.54636,0.0666545703263708,"red",0.143085299933153
663,"re",0.0017278808302627,54.636,0.54636,0.000944044970422329,"red edge",0.0025833721419119
663,"nir",0.000337735745201266,54.636,0.54636,0.000184525301748164,"near infrared",0.00104492134885434
664,"blue",0.000225396680218428,54.5,0.545,0.000122841190719043,"blue",0.000208921074237317
664,"green",0.00461738941339763,54.5,0.545,0.00251647723030171,"green",0.00416634366074557
664,"red",0.190188375727429,54.5,0.545,0.103652664771449,"red",0.222507962395875
664,"re",0.00173248546228407,54.5,0.545,0.000944204576944818,"red edge",0.00258380890399081
664,"nir",0.000291186103525417,54.5,0.545,0.000158696426421352,"near infrared",0.000898658787621863
665,"blue",0.000410335257384593,54.363,0.54363,0.000223070555971986,"blue",0.000379385285274332
665,"green",0.00468351468747349,54.363,0.54363,0.00254609908955121,"green",0.00421538636378202
665,"red",0.348288242218117,54.363,0.54363,0.189339937117035,"red",0.406450173769958
665,"re",0.0012621220470925,54.363,0.54363,0.000686127408460896,"red edge",0.0018775826240853
665,"nir",0.000274494363911518,54.363,0.54363,0.000149223371053219,"near infrared",0.000845015207585605
666,"blue",0.000314381928447017,54.227,0.54227,0.000170479888338964,"blue",0.000289942170042094
666,"green",0.00466644076997457,54.227,0.54227,0.00253047083633411,"green",0.00418951183055138
666,"red",0.478408917151862,54.227,0.54227,0.25942680350394,"red",0.556903477260501
666,"re",0.00108351171964404,54.227,0.54227,0.000587555900211374,"red edge",0.00160784241426867
666,"nir",0.00026547477865507,54.227,0.54227,0.000143959008221285,"near infrared",0.000815204417091897
667,"blue",0.000430596163754699,54.091,0.54091,0.000232913770936554,"blue",0.000396126046514996
667,"green",0.00477639510364171,54.091,0.54091,0.00258359987551084,"green",0.00427747361812889
667,"red",0.647612645700338,54.091,0.54091,0.35030015618577,"red",0.751978486532094
667,"re",0.0011447129312921,54.091,0.54091,0.00061918667166521,"red edge",0.00169439978850526
667,"nir",0.000330589623717147,54.091,0.54091,0.000178819233364842,"near infrared",0.00101260928858256
668,"blue",0.000278144119309449,53.955,0.53955,0.000150072659573413,"blue",0.000255234755282033
668,"green",0.00458038527266715,53.955,0.53955,0.00247134687386756,"green",0.00409162469560951
668,"red",0.728132433468604,53.955,0.53955,0.392863854477985,"red",0.843348658248531
668,"re",0.00224247815028208,53.955,0.53955,0.0012099290859847,"red edge",0.00331096207527431
668,"nir",0.000302270363923479,53.955,0.53955,0.000163089974854913,"near infrared",0.000923538370594819
669,"blue",0.00027414001814427,53.819,0.53819,0.000147539416365065,"blue",0.00025092636418541
669,"green",0.00388853251611754,53.819,0.53819,0.0020927693148493,"green",0.00346484206705096
669,"red",0.809186071653048,53.819,0.53819,0.435495851902954,"red",0.934865445596085
669,"re",0.00227450531930995,53.819,0.53819,0.00122411601779942,"red edge",0.00334978451019812
669,"nir",0.000295080452789889,53.819,0.53819,0.00015880934888699,"near infrared",0.000899298239740313
670,"blue",0.000216730008019183,53.682,0.53682,0.000116345002904858,"blue",0.000197872739972216
670,"green",0.00438295449904769,53.682,0.53682,0.00235285763417878,"green",0.00389545089888308
670,"red",0.846095568469183,53.682,0.53682,0.454201023065627,"red",0.975019256700215
670,"re",0.00154723406605463,53.682,0.53682,0.000830586191339447,"red edge",0.00227289302458031
670,"nir",0.000255234873665032,53.682,0.53682,0.000137015184880862,"near infrared",0.000775883255265629
671,"blue",0.000386448105803394,53.546,0.53546,0.000206927502733485,"blue",0.000351930129521475
671,"green",0.00439934644712588,53.546,0.53546,0.00235567404857802,"green",0.00390011382614386
671,"red",0.869977220760796,53.546,0.53546,0.465838002628576,"red",1
671,"re",0.00205908881671151,53.546,0.53546,0.00110255969779635,"red edge",0.00301714653149166
671,"nir",0.000311323365364156,53.546,0.53546,0.000166701209217891,"near infrared",0.000943987901612207
672,"blue",0.000443684042611557,53.286,0.53286,0.000236421478945994,"blue",0.000402091750047772
672,"green",0.00397430267124542,53.286,0.53286,0.00211774692139983,"green",0.00350619562728164
672,"red",0.854945231555983,53.286,0.53286,0.455566116086921,"red",0.977949659573299
672,"re",0.00163133412055014,53.286,0.53286,0.000869272699476348,"red edge",0.00237875837053306
672,"nir",0.000249139076386001,53.286,0.53286,0.000132756248243044,"near infrared",0.000751765945747027
673,"blue",0.000460601548071338,53.009,0.53009,0.000244160274617136,"blue",0.0004152534386919
673,"green",0.00403390778217528,53.009,0.53009,0.00213833417625329,"green",0.00354028040965838
673,"red",0.807086314654859,53.009,0.53009,0.427828384535394,"red",0.918405931077531
673,"re",0.00184451144528116,53.009,0.53009,0.00097775707202909,"red edge",0.00267562506085627
673,"nir",0.000210734330897524,53.009,0.53009,0.000111708161465469,"near infrared",0.000632575812913946
674,"blue",0.000558753674434457,52.731,0.52731,0.000294636400066034,"blue",0.000501100264910318
674,"green",0.00403966493647055,52.731,0.52731,0.00213015571765029,"green",0.00352673994573325
674,"red",0.743720491487708,52.731,0.52731,0.392171252366383,"red",0.841861870765128
674,"re",0.00203864216806124,52.731,0.52731,0.00107499640164037,"red edge",0.00294171977359394
674,"nir",0.00031839846064015,52.731,0.52731,0.000167894692280158,"near infrared",0.000950746302327142
675,"blue",0.00063345328743785,52.454,0.52454,0.00033227158739265,"blue",0.00056510797860452
675,"green",0.00363864587212945,52.454,0.52454,0.00190861530576678,"green",0.00315995200919423
675,"red",0.582037575531171,52.454,0.52454,0.30530198986912,"red",0.655382317772269
675,"re",0.00186065315750025,52.454,0.52454,0.000975987007235181,"red edge",0.00267078129152193
675,"nir",0.000234838968221491,52.454,0.52454,0.000123182432390901,"near infrared",0.000697551783899683
676,"blue",0.000419721937375143,52.176,0.52176,0.000218994118044855,"blue",0.000372452319338289
676,"green",0.00340680987044749,52.176,0.52176,0.00177753711800468,"green",0.00294293563007954
676,"red",0.432985900581104,52.176,0.52176,0.225914723487197,"red",0.48496413391014
676,"re",0.00213121957790423,52.176,0.52176,0.00111198512696731,"red edge",0.00304293914933162
676,"nir",0.00024818881621124,52.176,0.52176,0.000129494996746377,"near infrared",0.000733298281526636
677,"blue",0.000596905481612779,51.899,0.51899,0.000309787975902216,"blue",0.00052686917419518
677,"green",0.0036842777457056,51.899,0.51899,0.00191210330724375,"green",0.00316572683308981
677,"red",0.229082746324202,51.899,0.51899,0.118891654514798,"red",0.255221029293295
677,"re",0.00238772029562251,51.899,0.51899,0.00123920295622513,"red edge",0.00339106980661601
677,"nir",0.00026248088430911,51.899,0.51899,0.000136224954147585,"near infrared",0.000771408373198511
678,"blue",0.000677373810243812,51.622,0.51622,0.000349673908324061,"blue",0.000594704822805813
678,"green",0.00385499870517944,51.622,0.51622,0.00199002743158773,"green",0.00329473999385692
678,"red",0.136389813425448,51.622,0.51622,0.0704071494864848,"red",0.151140845292139
678,"re",0.00228420864831372,51.622,0.51622,0.00117915418843251,"red edge",0.0032267467936962
678,"nir",0.000194755807856203,51.622,0.51622,0.000100536843131529,"near infrared",0.000569315387859
679,"blue",0.000846277231688665,51.344,0.51344,0.000434512581838228,"blue",0.00073899345029061
679,"green",0.00418068140567887,51.344,0.51344,0.00214652906093176,"green",0.00355384806901152
679,"red",0.0612360571885808,51.344,0.51344,0.0314410412029049,"red",0.0674935085276279
679,"re",0.00244782797885256,51.344,0.51344,0.00125681279746206,"red edge",0.00343925900808448
679,"nir",0.000266779952282871,51.344,0.51344,0.000136975498700117,"near infrared",0.000775658522195843
680,"blue",0.000786405005180715,51.067,0.51067,0.000401593443995636,"blue",0.000683006516259902
680,"green",0.00446794830602221,51.067,0.51067,0.00228164716143636,"green",0.00377755303034027
680,"red",0.037041489096997,51.067,0.51067,0.0189159772371635,"red",0.040606341969583
680,"re",0.00320273177858377,51.067,0.51067,0.00163553903736937,"red edge",0.00447564058760808
680,"nir",0.000205277515300654,51.067,0.51067,0.000104829068738585,"near infrared",0.000593621204613783
681,"blue",0.000686995426627478,50.79,0.5079,0.000348924977184096,"blue",0.000593431084759354
681,"green",0.00498984284732553,50.79,0.5079,0.00253434118215664,"green",0.00419591967346305
681,"red",0.0187588325587611,50.79,0.5079,0.00952761105659476,"red",0.0204526273142884
681,"re",0.00309641077655243,50.79,0.5079,0.00157266703341098,"red edge",0.00430359180961435
681,"nir",0.000192514010962027,50.79,0.5079,9.77778661676135e-05,"near infrared",0.000553691980644485
682,"blue",0.000691137617797193,50.512,0.50512,0.000349107433501718,"blue",0.000593741395736119
682,"green",0.00571010051761184,50.512,0.50512,0.00288428597345609,"green",0.00477529716406193
682,"red",0.0128768973641612,50.512,0.50512,0.0065043783965851,"red",0.013962747478486
682,"re",0.00161673907308253,50.512,0.50512,0.000816647240595448,"red edge",0.0022347491880389
682,"nir",0.000312930673892898,50.512,0.50512,0.000158067541996781,"near infrared",0.000895097569973273
683,"blue",0.000443943604268605,50.235,0.50235,0.000223015069604334,"blue",0.000379290917322771
683,"green",0.00605448982331056,50.235,0.50235,0.00304147296274006,"green",0.00503553993855205
683,"red",0.0077069854754737,50.235,0.50235,0.00387160415360421,"red",0.00831105262292467
683,"re",0.00218495488293053,50.235,0.50235,0.00109761208544015,"red edge",0.00300360742654389
683,"nir",0.000346710811658562,50.235,0.50235,0.000174170176236679,"near infrared",0.000986282822784977
684,"blue",0.000524938403843928,49.958,0.49958,0.00026224872779235,"blue",0.000446017216269572
684,"green",0.00542866105241735,49.958,0.49958,0.00271205048856666,"green",0.00449013971777799
684,"red",0.00579780939609444,49.958,0.49958,0.00289646961810086,"red",0.00621776154319099
684,"re",0.00261049735655024,49.958,0.49958,0.00130415226938537,"red edge",0.00356880312601436
684,"nir",0.000350756067571538,49.958,0.49958,0.000175230716237389,"near infrared",0.000992288399676371
685,"blue",0.000463320274377882,49.68,0.4968,0.000230177512310932,"blue",0.000391472378733774
685,"green",0.00561670241334344,49.68,0.4968,0.00279037775894902,"green",0.00461982033737252
685,"red",0.00406236413579055,49.68,0.4968,0.00201818250266075,"red",0.00433236981798991
685,"re",0.00242841934726434,49.68,0.4968,0.00120643873172092,"red edge",0.00330141074641505
685,"nir",0.000309688547495679,49.68,0.4968,0.000153853270395853,"near infrared",0.000871233187560885
686,"blue",0.000311076145579346,49.403,0.49403,0.000153680948200564,"blue",0.000261371520415374
686,"green",0.00655350845942555,49.403,0.49403,0.00323762978421,"green",0.00536030215765837
686,"red",0.00370283554997183,49.403,0.49403,0.00182931184675258,"red",0.00392692703564406
686,"re",0.00202149589860172,49.403,0.49403,0.000998679618786208,"red edge",0.0027328794566993
686,"nir",0.000210655672125103,49.403,0.49403,0.000104070221699965,"near infrared",0.000589324040682023
687,"blue",0.000417078808281309,49.125,0.49125,0.000204889964568193,"blue",0.000348464804415126
687,"green",0.00628670235328267,49.125,0.49125,0.00308834253105011,"green",0.0051131383870733
687,"red",0.00281292184950675,49.125,0.49125,0.00138184785857019,"red",0.00296636996289024
687,"re",0.00323975700277678,49.125,0.49125,0.00159153062761409,"red edge",0.00435521189688504
687,"nir",0.000269056812440817,49.125,0.49125,0.000132174159111551,"near infrared",0.000748469718320918
688,"blue",0.000409031851139425,48.848,0.48848,0.000199803878644586,"blue",0.000339814688532958
688,"green",0.00628411676714041,48.848,0.48848,0.00306966535841275,"green",0.00508221598535978
688,"red",0.00250325266538579,48.848,0.48848,0.00122278886198765,"red",0.00262492294550432
688,"re",0.00378992497370427,48.848,0.48848,0.00185130255115506,"red edge",0.00506607586158196
688,"nir",0.000286089922911635,48.848,0.48848,0.000139749205543875,"near infrared",0.000791365341093025
689,"blue",0.000451113903087247,48.603,0.48603,0.000219254890317495,"blue",0.00037289582548645
689,"green",0.00628962131804978,48.603,0.48603,0.00305694464921173,"green",0.0050611552558997
689,"red",0.00221175473210753,48.603,0.48603,0.00107497915244622,"red",0.00230762442389942
689,"re",0.00371549717867464,48.603,0.48603,0.00180584309375124,"red edge",0.00494167638960454
689,"nir",0.000371576678677287,48.603,0.48603,0.000180597413137522,"near infrared",0.00102267868280097
690,"blue",0.000363973105659586,48.388,0.48388,0.00017611930636656,"blue",0.00029953336063136
690,"green",0.00659678414930681,48.388,0.48388,0.00319205191416658,"green",0.00528484227761688
690,"red",0.00204770300568793,48.388,0.48388,0.000990842530392275,"red",0.00212701094543868
690,"re",0.00398373126289758,48.388,0.48388,0.00192764788349088,"red edge",0.00527499430392388
690,"nir",0.000276132149763895,48.388,0.48388,0.000133614824627754,"near infrared",0.000756627852409719
691,"blue",0.000407594011661718,48.173,0.48173,0.000196350263237799,"blue",0.000333940982518184
691,"green",0.00643246902343196,48.173,0.48173,0.00309871330265788,"green",0.00513030850012848
691,"red",0.00197653328556394,48.173,0.48173,0.000952155379654717,"red",0.00204396243819097
691,"re",0.00248554340076557,48.173,0.48173,0.0011973608224508,"red edge",0.0032765691142365
691,"nir",0.000331955664747128,48.173,0.48173,0.000159913002378634,"near infrared",0.000905547957715195
692,"blue",0.000398395274976319,47.959,0.47959,0.000191066389925893,"blue",0.000324954481475694
692,"green",0.0057367135297033,47.959,0.47959,0.00275127044171041,"green",0.00455507326900888
692,"red",0.00155303045430029,47.959,0.47959,0.000744817875577876,"red",0.00159887744532457
692,"re",0.00272293357712771,47.959,0.47959,0.00130589171425468,"red edge",0.00357356310414947
692,"nir",0.000294732238312761,47.959,0.47959,0.000141350634172417,"near infrared",0.00080043383710293
693,"blue",0.000287704671462048,47.744,0.47744,0.00013736171834284,"blue",0.000233616733827549
