"wavelength_nm","band","transmission","qe_pct","qe","spectral_response","band_fullname","relative_spectral_response"
506,"blue",0.00391762653590529,70.74,0.7074,0.0027713290114994,"blue",0.0047133134314184
506,"green",0.000969505383583628,70.74,0.7074,0.000685828108347058,"green",0.00113547444704291
506,"red",0.0280552167700234,70.74,0.7074,0.0198462603431146,"red",0.0426033518758204
506,"re",0.000793295891493051,70.74,0.7074,0.000561177513642184,"red edge",0.00153565815277004
506,"nir",0.0004266035517639,70.74,0.7074,0.000301779352517783,"near infrared",0.001708902167355
507,"blue",0.0032121439476554,70.775,0.70775,0.00227339487895311,"blue",0.00386645633680648
507,"green",0.00088028689492449,70.775,0.70775,0.000623023049882808,"green",0.00103149279600928
507,"red",0.034091517040125,70.775,0.70775,0.0241282711851485,"red",0.0517954118148376
507,"re",0.000429988151147733,70.775,0.70775,0.000304324113974808,"red edge",0.000832780707261047
507,"nir",0.000543314726808096,70.775,0.70775,0.00038453099789843,"near infrared",0.00217750435953064
508,"blue",0.00236966677295092,70.797,0.70797,0.00167765298524606,"blue",0.00285325355300967
508,"green",0.00109950295310806,70.797,0.70797,0.000778415105711913,"green",0.00128876383305189
508,"red",0.0354392913297877,70.797,0.70797,0.0250899550827498,"red",0.0538598288271355
508,"re",0.000357503694046067,70.797,0.70797,0.000253101890273794,"red edge",0.000692611467551225
508,"nir",0.000488151442802283,70.797,0.70797,0.000345596576960732,"near infrared",0.0019570283204311
509,"blue",0.00147610402433936,70.815,0.70815,0.00104530306483592,"blue",0.00177778998991113
509,"green",0.00134222268956733,70.815,0.70815,0.000950494997617105,"green",0.0015736636756366
509,"red",0.026965528358075,70.815,0.70815,0.0190956389067708,"red",0.0409920161065009
509,"re",7.08294776296014e-05,70.815,0.70815,5.01578945834022e-05,"red edge",0.000137256710880783
509,"nir",0.000350979972256057,70.815,0.70815,0.000248546467353127,"near infrared",0.00140745744599329
510,"blue",0.00101325225597545,70.834,0.70834,0.00071772710299765,"blue",0.00122066805515148
510,"green",0.00121088655618524,70.834,0.70834,0.000857719383208253,"green",0.00142006201045573
510,"red",0.0213274744594868,70.834,0.70834,0.0151071032586329,"red",0.0324299502689525
510,"re",0.00111995250133131,70.834,0.70834,0.00079330715479302,"red edge",0.00217087921431842
510,"nir",0.000455146061358435,70.834,0.70834,0.000322398161102634,"near infrared",0.00182566140348217
511,"blue",0.00089266176851607,70.852,0.70852,0.000632468716229006,"blue",0.00107566560404218
511,"green",0.00136571803787052,70.852,0.70852,0.000967638544192021,"green",0.00160204696706282
511,"red",0.0181461717014623,70.852,0.70852,0.0128569255739201,"red",0.0275995635851359
511,"re",0.00062581675962189,70.852,0.70852,0.000443403690527302,"red edge",0.00121337094907324
511,"nir",0.000464461339790262,70.852,0.70852,0.000329080148468196,"near infrared",0.00186349985265366
512,"blue",0.000925144729909302,70.871,0.70871,0.000655659321534021,"blue",0.00111510682196084
512,"green",0.00165938951099494,70.871,0.70871,0.00117602594033722,"green",0.00194705843645122
512,"red",0.0186376052690902,70.871,0.70871,0.0132086572302569,"red",0.028354615028668
512,"re",0.000138588206933706,70.871,0.70871,9.82188481359868e-05,"red edge",0.000268775158000865
512,"nir",0.000437751079948533,70.871,0.70871,0.000310238567870325,"near infrared",0.00175680462101683
513,"blue",0.000774963767225921,70.889,0.70889,0.000549364064948783,"blue",0.000934326099614127
513,"green",0.00132457120394609,70.889,0.70889,0.000938975280765344,"green",0.00155459133963412
513,"red",0.0270774584238637,70.889,0.70889,0.0191949395020927,"red",0.0412051816163168
513,"re",0.000965641242247658,70.889,0.70889,0.000684533420216942,"red edge",0.00187322068693931
513,"nir",0.000536773906150712,70.889,0.70889,0.000380513654331178,"near infrared",0.00215475513208414
514,"blue",0.000653932494330926,70.907,0.70907,0.00046368391375523,"blue",0.000788606336370266
514,"green",0.00152023677265807,70.907,0.70907,0.00107795428838866,"green",0.00178468851691662
514,"red",0.0345104507021581,70.907,0.70907,0.0244703252793792,"red",0.0525296887357858
514,"re",0.000412685003561951,70.907,0.70907,0.000292622555475673,"red edge",0.000800759478198097
514,"nir",0.000369780224960637,70.907,0.70907,0.000262200064112839,"near infrared",0.00148477440257165
515,"blue",0.000515233233811679,70.926,0.70926,0.000365434323413271,"blue",0.000621509210093094
515,"green",0.0017314930830141,70.926,0.70926,0.00122807878405858,"green",0.00203323844748047
515,"red",0.0341925426797073,70.926,0.70926,0.0242514028210092,"red",0.0520597346806534
515,"re",0.000340286987775966,70.926,0.70926,0.000241351948949982,"red edge",0.000660457839243182
515,"nir",0.000256848962886025,70.926,0.70926,0.000182172695416542,"near infrared",0.00103159911847145
516,"blue",0.000767104085969032,70.944,0.70944,0.00054421432274987,"blue",0.000925567720881843
516,"green",0.00169639715897018,70.944,0.70944,0.0012034920004598,"green",0.0019925319436618
516,"red",0.0191291777443932,70.944,0.70944,0.0135710038589823,"red",0.0291324533043793
516,"re",6.76414536814402e-05,70.944,0.70944,4.79875528997609e-05,"red edge",0.000131317586771642
516,"nir",0.000308672932878197,70.944,0.70944,0.000218984925501108,"near infrared",0.00124005771330848
517,"blue",0.000642327366051283,70.963,0.70963,0.000455814768770972,"blue",0.000775222957278798
517,"green",0.00165666510863501,70.963,0.70963,0.00117561926104066,"green",0.00194638512787176
517,"red",0.0111379865216097,70.963,0.70963,0.00790384937532989,"red",0.0169669484471661
517,"re",0,70.963,0.70963,0,"red edge",0
517,"nir",0.000288532311748322,70.963,0.70963,0.000204751184385962,"near infrared",0.00115945554209198
518,"blue",0.000613714121304236,70.973,0.70973,0.000435571323313255,"blue",0.000740794095538409
518,"green",0.00193648370832579,70.973,0.70973,0.00137438058231006,"green",0.00227545942304148
518,"red",0.00644568805461025,70.973,0.70973,0.00457469818299853,"red",0.00982036278102036
518,"re",0,70.973,0.70973,0,"red edge",0
518,"nir",0.000307776844616091,70.973,0.70973,0.000218438459929378,"near infrared",0.00123696321332986
519,"blue",0.000527826336930595,70.979,0.70979,0.000374645855689967,"blue",0.000637175642560527
519,"green",0.00215201020340596,70.979,0.70979,0.00152747532227552,"green",0.00252892696555212
519,"red",0.00473920127886166,70.979,0.70979,0.00336383767572322,"red",0.00722104606481685
519,"re",0.000134249218408878,70.979,0.70979,9.52887527344375e-05,"red edge",0.000260756973411502
519,"nir",0.00033446432715589,70.979,0.70979,0.000237399434771979,"near infrared",0.00134433454517661
520,"blue",0.000412079791488177,70.984,0.70984,0.000292510719189968,"blue",0.000497485031864189
520,"green",0.00229578171107662,70.984,0.70984,0.00162963768979063,"green",0.00269806957774747
520,"red",0.00343381556150839,70.984,0.70984,0.00243745963818112,"red",0.00523241904788211
520,"re",0.000670779362527017,70.984,0.70984,0.000476146022696178,"red edge",0.00130297010105904
520,"nir",0.00033866860465294,70.984,0.70984,0.000240400522326843,"near infrared",0.00136132896505372
521,"blue",0.000510739104024805,70.99,0.7099,0.000362573689947209,"blue",0.000616644012896366
521,"green",0.00282257100099697,70.99,0.7099,0.00200374315360775,"green",0.00331744809182918
521,"red",0.00355289566471963,70.99,0.7099,0.00252220063238447,"red",0.00541432991330138
521,"re",0.00173091103618148,70.99,0.7099,0.00122877374458523,"red edge",0.00336253034540734
521,"nir",0.000354678127746917,70.99,0.7099,0.000251786002887536,"near infrared",0.00142580213806644
522,"blue",0.000760094725433417,70.996,0.70996,0.000539636851268709,"blue",0.000917782626537371
522,"green",0.00362804324810216,70.996,0.70996,0.00257576558442261,"green",0.00426450296668852
522,"red",0.00360237054096106,70.996,0.70996,0.00255753898926071,"red",0.00549018966857434
522,"re",0.00253586513347415,70.996,0.70996,0.00180036281016131,"red edge",0.00492667963373002
522,"nir",0.000419576203254099,70.996,0.70996,0.00029788232126228,"near infrared",0.00168683423890589
523,"blue",0.000661240947385078,71.001,0.71001,0.000469487685052879,"blue",0.000798477049337433
523,"green",0.00662800921440464,71.001,0.71001,0.00470595282231944,"green",0.00779129509814306
523,"red",0.00363895209150917,71.001,0.71001,0.00258369237449243,"red",0.0055463323299376
523,"re",0.00791622491460627,71.001,0.71001,0.0056205988516196,"red edge",0.0153807275596631
523,"nir",0.000459805953723673,71.001,0.71001,0.000326466825203345,"near infrared",0.0018487012464732
524,"blue",0.000436491452497221,71.007,0.71007,0.000309939485674702,"blue",0.000527126853107603
524,"green",0.00916502369615243,71.007,0.71007,0.00650780837592696,"green",0.0107744929482789
524,"red",0.00350244310688305,71.007,0.71007,0.00248697977690445,"red",0.00533872239463335
524,"re",0.0157422438053656,71.007,0.71007,0.011178095058876,"red edge",0.0305887751955552
524,"nir",0.000564440080036031,71.007,0.71007,0.000400791967631185,"near infrared",0.00226958622725206
525,"blue",0.000493182707200368,71.013,0.71013,0.000350223835864197,"blue",0.000595640107230895
525,"green",0.0108751194574448,71.013,0.71013,0.00772274858031528,"green",0.0127859788293299
525,"red",0.00319342730275991,71.013,0.71013,0.0022677485305089,"red",0.0048681054738186
525,"re",0.0155027796089679,71.013,0.71013,0.0110089888837164,"red edge",0.0301260173867433
525,"nir",0.00044246193377395,71.013,0.71013,0.000314205493030895,"near infrared",0.00177926834144063
526,"blue",0.000497297347553783,71.018,0.71018,0.000353170630285746,"blue",0.000600651841914536
526,"green",0.0107514957003862,71.018,0.71018,0.00763549721650027,"green",0.0126415232538354
526,"red",0.00339298058227737,71.018,0.71018,0.00240962694992174,"red",0.00517267147876511
526,"re",0.00968297395096697,71.018,0.71018,0.00687665444049772,"red edge",0.0188179144720079
526,"nir",0.000545192829857646,71.018,0.71018,0.000387185043908303,"near infrared",0.00219253356858915
527,"blue",0.000532862030617417,71.024,0.71024,0.000378459928625714,"blue",0.000643662393546019
527,"green",0.0107326663502959,71.024,0.71024,0.00762276894863416,"green",0.0126204500100573
527,"red",0.00357869637025583,71.024,0.71024,0.0025417333100105,"red",0.00545626010687902
527,"re",0.0034726891841843,71.024,0.71024,0.00246644276617506,"red edge",0.00674940255113726
527,"nir",0.000553485651916135,71.024,0.71024,0.000393107649416916,"near infrared",0.00222607182528437
528,"blue",0.000582991521548034,71.03,0.7103,0.000414098877755569,"blue",0.000704275022691953
528,"green",0.0106200828734626,71.03,0.7103,0.00754344486502049,"green",0.0124891190411422
528,"red",0.00369494055368508,71.03,0.7103,0.00262451627528251,"red",0.00563396773228719
528,"re",0.00229533393614993,71.03,0.7103,0.0016303756948473,"red edge",0.00446151113864261
528,"nir",0.000631967720003143,71.03,0.7103,0.000448886671518233,"near infrared",0.00254193469319302
529,"blue",0.00042200965690437,71.029,0.71029,0.000299749239202605,"blue",0.000509795881084035
529,"green",0.0105461532651619,71.029,0.71029,0.00749082720271185,"green",0.0124020039021045
529,"red",0.00432138753157117,71.029,0.71029,0.00306943834979969,"red",0.0065890681577712
529,"re",0.00182930268371416,71.029,0.71029,0.00129933540321533,"red edge",0.00355562180704666
529,"nir",0.000587305662208405,71.029,0.71029,0.000417157338810008,"near infrared",0.00236225929465621
530,"blue",0.000457208772053484,71.004,0.71004,0.000324636516508856,"blue",0.0005521226989798
530,"green",0.0113759185318552,71.004,0.71004,0.00807735719435847,"green",0.0133730778633981
530,"red",0.00400002836096952,71.004,0.71004,0.0028401801374228,"red",0.00609692665990444
530,"re",0.000721343179313326,71.004,0.71004,0.000512182511039634,"red edge",0.00140158368727111
530,"nir",0.000618467970341695,71.004,0.71004,0.000439136997661417,"near infrared",0.00248672469076605
531,"blue",0.000674378069860699,70.979,0.70979,0.000478666810206426,"blue",0.00081408836567532
531,"green",0.0114822783627206,70.979,0.70979,0.00815000635907545,"green",0.0134933576669395
531,"red",0.00475455744944395,70.979,0.70979,0.00337473733204082,"red",0.00724444401916171
531,"re",0.000659797707440235,70.979,0.70979,0.000468317814764004,"red edge",0.00128154826743174
531,"nir",0.00058657722474805,70.979,0.70979,0.000416346648353918,"near infrared",0.00235766855421652
532,"blue",0.000772966672125665,70.915,0.70915,0.000548149315537915,"blue",0.000932260125242158
532,"green",0.0113942174140754,70.915,0.70915,0.00808020927919157,"green",0.0133777998475357
532,"red",0.00593191617627917,70.915,0.70915,0.00420661835640837,"red",0.00903021722717289
532,"re",0.000595145050738619,70.915,0.70915,0.000422047112731292,"red edge",0.00115492883047363
532,"nir",0.000634861042950611,70.915,0.70915,0.000450211708608426,"near infrared",0.00254943805197606
533,"blue",0.00113931271272305,70.83,0.7083,0.000806975194421736,"blue",0.00137245596134816
533,"green",0.0125489467930394,70.83,0.7083,0.00888841901350981,"green",0.0147158924249623
533,"red",0.00963518160080133,70.83,0.7083,0.00682459912784758,"red",0.01465015539595
533,"re",0.00189111045864544,70.83,0.7083,0.00133947353785857,"red edge",0.00366545951829388
533,"nir",0.000876075213493037,70.83,0.7083,0.000620524073717118,"near infrared",0.00351387504023705
534,"blue",0.00153419209732383,70.745,0.70745,0.00108536419925174,"blue",0.00184592361177143
534,"green",0.0128034829297187,70.745,0.70745,0.00905782399862949,"green",0.0149963636238881
534,"red",0.0152277671991515,70.745,0.70745,0.0107728839050397,"red",0.0231258159365526
534,"re",0.000805979939474187,70.745,0.70745,0.000570190508181014,"red edge",0.00156032214626222
534,"nir",0.000781432464518187,70.745,0.70745,0.000552824397023391,"near infrared",0.00313050844054788
535,"blue",0.00166610638421271,70.66,0.7066,0.0011772707710847,"blue",0.00200223290513156
535,"green",0.0130989667027266,70.66,0.7066,0.00925572987214661,"green",0.0153240216180172
535,"red",0.0192843080976653,70.66,0.7066,0.0136262921018103,"red",0.0292511388614099
535,"re",0.00126508260202094,70.66,0.7066,0.000893907366587996,"red edge",0.00244617095651722
535,"nir",0.000706505185176057,70.66,0.7066,0.000499216563845402,"near infrared",0.00282694048090864
536,"blue",0.00119520534930072,70.575,0.70575,0.000843516175268983,"blue",0.00143460271300048
536,"green",0.0143508437759749,70.575,0.70575,0.0101281079948943,"green",0.0167683530102179
536,"red",0.0163941358213577,70.575,0.70575,0.0115701613559232,"red",0.0248373067260216
536,"re",0.00183123585856522,70.575,0.70575,0.0012923947071824,"red edge",0.00353662864322638
536,"nir",0.000705963972343527,70.575,0.70575,0.000498234073481444,"near infrared",0.00282137687989232
537,"blue",0.00105765782916363,70.49,0.7049,0.000745543003777443,"blue",0.00126797570365095
537,"green",0.0149032997953394,70.49,0.7049,0.0105053360257347,"green",0.0173929013256259
537,"red",0.0120621667510494,70.49,0.7049,0.00850262134281472,"red",0.01825231366878
537,"re",0.00168729446277269,70.49,0.7049,0.00118937386680847,"red edge",0.00325471286866395
537,"nir",0.000622992632147129,70.49,0.7049,0.000439147506400511,"near infrared",0.00248678419916801
538,"blue",0.00122715701702956,70.405,0.70405,0.000863979897839662,"blue",0.00146940620910252
538,"green",0.0158899593570676,70.405,0.70405,0.0111873258853434,"green",0.0185220210705055
538,"red",0.00932413844044782,70.405,0.70405,0.00656465966899729,"red",0.0140921514173489
538,"re",0.00127540910170277,70.405,0.70405,0.000897951778053835,"red edge",0.00245723845884881
538,"nir",0.000496540337138696,70.405,0.70405,0.000349589224362499,"near infrared",0.00197963769957331
539,"blue",0.0011945009378082,70.32,0.7032,0.000839973059466726,"blue",0.00142857678997562
539,"green",0.0165764867905409,70.32,0.7032,0.0116565855111084,"green",0.0192989392335262
539,"red",0.00753369195951865,70.32,0.7032,0.00529769218593351,"red",0.011372391595448
539,"re",0.00144609214936891,70.32,0.7032,0.00101689199943622,"red edge",0.00278271750285518
539,"nir",0.000557525358050157,70.32,0.7032,0.00039205183178087,"near infrared",0.0022200929899813
540,"blue",0.000843957011232695,70.235,0.70235,0.000592753206839283,"blue",0.00100811980090388
540,"green",0.0185665134685328,70.235,0.70235,0.013040190734624,"green",0.0215896712069992
540,"red",0.0062554970307078,70.235,0.70235,0.00439354833951762,"red",0.0094314940273791
540,"re",0.00199700312397568,70.235,0.70235,0.00140259514412432,"red edge",0.00383819133117217
540,"nir",0.000361940133724228,70.235,0.70235,0.000254208652921212,"near infrared",0.00143952100868748
541,"blue",0.000694110954847414,70.15,0.7015,0.000486918834825461,"blue",0.000828122923936683
541,"green",0.0208455783464998,70.15,0.7015,0.0146231732100696,"green",0.0242104972260979
541,"red",0.00642504854078601,70.15,0.7015,0.00450717155136139,"red",0.00967540545410389
541,"re",0.0024474772088496,70.15,0.7015,0.00171690526200799,"red edge",0.00469829866493455
541,"nir",0.000386136342871066,70.15,0.7015,0.000270874644524053,"near infrared",0.00153389641553224
542,"blue",0.00058079977188226,70.065,0.70065,0.000406937360169306,"blue",0.000692095134671219
542,"green",0.0238291461358444,70.065,0.70065,0.0166958912400794,"green",0.0276421418763493
542,"red",0.00645403971068988,70.065,0.70065,0.00452202292329486,"red",0.0097072864338644
542,"re",0.00254723035825548,70.065,0.70065,0.0017847169505117,"red edge",0.00488386485347969
542,"nir",0.000257075392507666,70.065,0.70065,0.000180119873760496,"near infrared",0.00101997449489154
543,"blue",0.000408351352309383,69.963,0.69963,0.000285694856616214,"blue",0.000485893013564566
543,"green",0.0311828463310018,69.963,0.69963,0.0218164547785588,"green",0.0361198770138259
543,"red",0.00760992184421229,69.963,0.69963,0.00532412961986624,"red",0.0114291440153527
543,"re",0.00245959808221621,69.963,0.69963,0.00172080860626093,"red edge",0.00470898013787201
543,"nir",0.00029301913028858,69.963,0.69963,0.000205004974123799,"near infrared",0.00116089269088769
544,"blue",0.000503476674946033,69.853,0.69853,0.000351693561750052,"blue",0.000598139730599164
544,"green",0.0407804727912806,69.853,0.69853,0.0284863836588932,"green",0.0471627807896226
544,"red",0.00814974518298758,69.853,0.69853,0.00569284150267231,"red",0.0122206463846861
544,"re",0.00255682126308948,69.853,0.69853,0.00178601635690589,"red edge",0.00488742066955303
544,"nir",0.000319048839357044,69.853,0.69853,0.000222865185756076,"near infrared",0.00126203067171101
545,"blue",0.0005285616019388,69.742,0.69742,0.000368629432424158,"blue",0.000626943263629635
545,"green",0.0600842341302111,69.742,0.69742,0.0419039465670918,"green",0.069377238958404
545,"red",0.0103015277657681,69.742,0.69742,0.00718449149440199,"red",0.015422725183137
545,"re",0.00331745650586576,69.742,0.69742,0.0023136605163209,"red edge",0.00633131504427275
545,"nir",0.000290007129004154,69.742,0.69742,0.000202256771910077,"near infrared",0.0011453302984305
546,"blue",0.000691214605089278,69.631,0.69631,0.000481299641669715,"blue",0.000818566130620259
546,"green",0.145477323458523,69.631,0.69631,0.101297315097404,"green",0.1677104094266
546,"red",0.0161284975751609,69.631,0.69631,0.0112304341465603,"red",0.0241080248566895
546,"re",0.00350590964702473,69.631,0.69631,0.00244119994631979,"red edge",0.00668032575962782
546,"nir",0.000509830019062229,69.631,0.69631,0.000354999740573221,"near infrared",0.00201027612066432
547,"blue",0.000678699733876358,69.52,0.6952,0.000471832054990844,"blue",0.000802464215881345
547,"green",0.285444378342057,69.52,0.6952,0.198440931823398,"green",0.328543850259966
547,"red",0.0207081686910785,69.52,0.6952,0.0143963188740378,"red",0.0309041314637361
547,"re",0.00336911674503965,69.52,0.6952,0.00234220996115156,"red edge",0.0064094403907905
547,"nir",0.000503325828291502,69.52,0.6952,0.000349912115828252,"near infrared",0.00198146615443956
548,"blue",0.000703972554985462,69.409,0.69409,0.000488620310689859,"blue",0.000831016694041794
548,"green",0.489473199525623,69.409,0.69409,0.33973845305874,"green",0.562479617605395
548,"red",0.0220529576523772,69.409,0.69409,0.0153067373769385,"red",0.0328584986423766
548,"re",0.00377265373894811,69.409,0.69409,0.00261856123366649,"red edge",0.00716567362243157
548,"nir",0.000515023727738516,69.409,0.69409,0.000357472819186027,"near infrared",0.00202428055591213
549,"blue",0.00116895666602579,69.298,0.69298,0.000810063590422552,"blue",0.00137770852367179
549,"green",0.727122324686405,69.298,0.69298,0.503881228561185,"green",0.834238568545636
549,"red",0.0154658158416281,69.298,0.69298,0.0107175010619314,"red",0.0230069273040327
549,"re",0.0041014377746569,69.298,0.69298,0.00284221434908174,"red edge",0.00777769873343563
549,"nir",0.000770564236512676,69.298,0.69298,0.000533985604618554,"near infrared",0.00302382899776168
550,"blue",0.00136749694429636,69.188,0.69188,0.000946143785819766,"blue",0.00160914571862566
550,"green",0.786988452280805,69.188,0.69188,0.544501570364043,"green",0.901490638832546
550,"red",0.0108769426105893,69.188,0.69188,0.00752553905341453,"red",0.0161548414061332
550,"re",0.00398017835677355,69.188,0.69188,0.00275380580148448,"red edge",0.00753576939095159
550,"nir",0.00111376775836475,69.188,0.69188,0.000770593636657403,"near infrared",0.00436368202412458
551,"blue",0.00203329940189602,69.086,0.69086,0.00140472522479388,"blue",0.00238907406590857
551,"green",0.815785607871356,69.086,0.69086,0.563593645054005,"green",0.933099962929416
551,"red",0.00738777505445385,69.086,0.69086,0.00510391827411999,"red",0.0109564231456433
551,"re",0.00305836413591034,69.086,0.69086,0.00211290144693502,"red edge",0.00578193932241955
551,"nir",0.00178570853097617,69.086,0.69086,0.0012336745957102,"near infrared",0.00698599547262175
552,"blue",0.00296982190040869,69.034,0.69034,0.00205018685072814,"blue",0.0034868372468075
552,"green",0.858086696170165,69.034,0.69034,0.592371569834112,"green",0.980745426609068
552,"red",0.00518298308212788,69.034,0.69034,0.00357802054091616,"red",0.0076808257821958
552,"re",0.00346719394488326,69.034,0.69034,0.00239354266791071,"red edge",0.00654991196657909
552,"nir",0.0027415037957834,69.034,0.69034,0.00189256973038111,"near infrared",0.0107171563830834
553,"blue",0.0028363193310389,68.981,0.68981,0.00195652143774394,"blue",0.00332753661983543
553,"green",0.873957975479126,68.981,0.68981,0.602864951065256,"green",0.998118535272929
553,"red",0.0047184737160167,68.981,0.68981,0.00325485035404548,"red",0.00698708635980618
553,"re",0.00295075384545232,68.981,0.68981,0.00203545951013146,"red edge",0.00557002002998955
553,"nir",0.00294285536366656,68.981,0.68981,0.00203001105841083,"near infrared",0.0114954527820735
554,"blue",0.00230122505960739,68.929,0.68929,0.00158621142133678,"blue",0.00269773511778413
554,"green",0.875863695201991,68.929,0.68929,0.60372408646578,"green",0.999540941677643
554,"red",0.00435318335505648,68.929,0.68929,0.00300060575480688,"red",0.00644130735980194
554,"re",0.00330132114502722,68.929,0.68929,0.00227556765205581,"red edge",0.00622707420042393
554,"nir",0.00278597279330683,68.929,0.68929,0.00192034318669846,"near infrared",0.0108744306276588
555,"blue",0.00121772820557371,68.876,0.68876,0.000838722478870949,"blue",0.0014264498760312
555,"green",0.860434118152407,68.876,0.68876,0.592632603218652,"green",0.981177600114883
555,"red",0.00307009589460083,68.876,0.68876,0.00211455924836527,"red",0.00453925879046682
555,"re",0.00271188331098858,68.876,0.68876,0.00186783674927649,"red edge",0.00511132157354911
555,"nir",0.00171918925120879,68.876,0.68876,0.00118410878866257,"near infrared",0.00670531651170641
556,"blue",0.000845329950425171,68.823,0.68823,0.000581781431781115,"blue",0.000989459651014212
556,"green",0.850725354046526,68.823,0.68823,0.585494710415441,"green",0.969359923374698
556,"red",0.00275134825128206,68.823,0.68823,0.00189356040697985,"red",0.00406484742827999
556,"re",0.00166855959047739,68.823,0.68823,0.00114835276695425,"red edge",0.00314245892958883
556,"nir",0.00120797965553448,68.823,0.68823,0.000831367838328495,"near infrared",0.00470783136399328
557,"blue",0.000806369740505417,68.769,0.68769,0.00055453240684817,"blue",0.000943116111623334
557,"green",0.846072572582875,68.769,0.68769,0.581835647439517,"green",0.963301885713781
557,"red",0.00291595693625999,68.769,0.68769,0.00200527442549663,"red",0.00430466044887172
557,"re",0.000920634670567715,68.769,0.68769,0.000633111256602712,"red edge",0.00173250431312249
557,"nir",0.000803987224917017,68.769,0.68769,0.000552893974703183,"near infrared",0.0031309024418167
558,"blue",0.00045605093898921,68.71,0.6871,0.000313352600179486,"blue",0.000532931677569663
558,"green",0.850344026767259,68.71,0.6871,0.584271380791784,"green",0.967334547757882
558,"red",0.00272851773955948,68.71,0.6871,0.00187476453885132,"red",0.00402449892081071
558,"re",0.00199648983450354,68.71,0.6871,0.00137178816528738,"red edge",0.00375388825939349
558,"nir",0.00058681792078627,68.71,0.6871,0.000403202593372246,"near infrared",0.00228323700726472
559,"blue",0.000272178840865825,68.651,0.68651,0.000186853496042798,"blue",0.00031778943927322
559,"green",0.856721849546014,68.651,0.68651,0.588148116931834,"green",0.973752970641663
559,"red",0.00280957805504616,68.651,0.68651,0.00192880343056974,"red",0.0041405025345423
559,"re",0.00181659491932244,68.651,0.68651,0.00124711057806405,"red edge",0.00341270895581703
559,"nir",0.000490581669253061,68.651,0.68651,0.000336789221758919,"near infrared",0.00190715443652396
560,"blue",0.000293309791363237,68.592,0.68592,0.000201187052091872,"blue",0.000342167108602903
560,"green",0.864690694323634,68.592,0.68592,0.593108641050467,"green",0.981965740448113
560,"red",0.00306642345591947,68.592,0.68592,0.00210332117688428,"red",0.00451513437078107
560,"re",0.00186901230847318,68.592,0.68592,0.00128199292262792,"red edge",0.00350816423603591
560,"nir",0.000392811984326487,68.592,0.68592,0.000269437596289224,"near infrared",0.00152575876521719
561,"blue",0.000338126980006943,68.533,0.68533,0.000231728563208158,"blue",0.000394110314899554
561,"green",0.87577815598379,68.533,0.68533,0.600197043640371,"green",0.993701479933313
561,"red",0.00319280934901296,68.533,0.68533,0.00218812803115905,"red",0.0046971866159741
561,"re",0.00198878072759594,68.533,0.68533,0.00136297109604333,"red edge",0.00372976041403437
561,"nir",0.000262543662223369,68.533,0.68533,0.000179929048031541,"near infrared",0.00101889389577474
562,"blue",0.000293121710674417,68.489,0.68489,0.000200756128423802,"blue",0.000341434218966125
562,"green",0.88189542600422,68.489,0.68489,0.60400135831603,"green",1
562,"red",0.00315124613859407,68.489,0.68489,0.00215825696786169,"red",0.00463306333034947
562,"re",0.00169554105974154,68.489,0.68489,0.00116125911640638,"red edge",0.00317777706026378
562,"nir",0.000283011985521542,68.489,0.68489,0.000193832078763849,"near infrared",0.00109762333552275
563,"blue",0.000274463366200452,68.444,0.68444,0.000187853706362237,"blue",0.000319490538173169
563,"green",0.879657453824768,68.444,0.68444,0.602072747695824,"green",0.996806943240024
563,"red",0.00339665962262532,68.444,0.68444,0.00232480971210967,"red",0.00499059694355444
563,"re",0.00248477895818314,68.444,0.68444,0.00170068211013887,"red edge",0.00465390412875694
563,"nir",0.000313325974024578,68.444,0.68444,0.000214452829661382,"near infrared",0.0012143935704884
564,"blue",0.00036360747218029,68.4,0.684,0.000248707510971318,"blue",0.000422987110910201
564,"green",0.862367375530758,68.4,0.684,0.589859284863039,"green",0.976586023759251
564,"red",0.00289088916284682,68.4,0.684,0.00197736818738722,"red",0.00424475499257159
564,"re",0.00315682267124695,68.4,0.684,0.00215926670713291,"red edge",0.0059088175171036
564,"nir",0.000350920417174369,68.4,0.684,0.000240029565347268,"near infrared",0.00135922832701768
565,"blue",0.000266024347790854,68.355,0.68355,0.000181840942932438,"blue",0.000309264383676169
565,"green",0.828237746195814,68.355,0.68355,0.566141911412149,"green",0.937318937478163
565,"red",0.002778125289055,68.355,0.68355,0.00189898754133355,"red",0.00407649768936446
565,"re",0.00360338770418276,68.355,0.68355,0.00246309566519413,"red edge",0.00674024323383648
565,"nir",0.000346462718011931,68.355,0.68355,0.000236824590897055,"near infrared",0.00134107934585448
566,"blue",0.0002273743700938,68.345,0.68345,0.000155399013240608,"blue",0.000264293504414995
566,"green",0.770889407154735,68.345,0.68345,0.526864365319904,"green",0.87229003389796
566,"red",0.00275192784487236,68.345,0.68345,0.00188080508557801,"red",0.00403746597522149
566,"re",0.00349721234556491,68.345,0.68345,0.00239016977757634,"red edge",0.00654068207690165
566,"nir",0.000321635190416673,68.345,0.68345,0.000219821570890275,"near infrared",0.0012447954301434
567,"blue",0.00028657212044256,68.345,0.68345,0.000195857715716468,"blue",0.000333103286655199
567,"green",0.630082818408725,68.345,0.68345,0.430630102241443,"green",0.712962142075392
567,"red",0.00261879202226569,68.345,0.68345,0.00178981340761749,"red",0.00384213696074201
