Wavlength (nm),Band 1,Band 2,Band 3,Band 5,Band 4
796,0.000429109,0.003861331,0.001550317,0.001802098,0.00613323
797,0.000534784,0.003208578,0.001306084,0.002646705,0.006747997
798,0.00075715,0.00487375,0.001298608,0.003828836,0.008443898
799,0.0006608,0.004267354,0.001084597,0.002525106,0.01034097
800,0.000551641,0.005062606,0.002175847,0.002384613,0.012949748
801,0.000510768,0.004405106,0.002055434,0.002052574,0.01494159
802,0.000204984,0.004655856,0.001792617,0.001037726,0.018737818
803,0.00054539,0.004948954,0.001814915,0.00244506,0.023384356
804,0.000583174,0.004798772,0.001421229,0.003734775,0.029608483
805,0.000520632,0.00497471,0.001159445,0.004284698,0.035523103
806,0.000915309,0.003786601,0.001159775,0.005203868,0.045424388
807,0.000633993,0.004079341,0.00207952,0.003650311,0.059034364
808,0.000351996,0.0040537,0.001006424,0.00363551,0.078162606
809,0.000518409,0.003490403,0.001656223,0.00351994,0.105086894
810,0.001009912,0.003490782,0.001381631,0.004670082,0.128344433
811,0.001068531,0.003010117,0.001377385,0.003976608,0.173192963
812,0.000725097,0.002180185,0.001746358,0.004595465,0.233905625
813,0.000541235,0.002819219,0.00174716,0.004836439,0.310038665
814,0.000520104,0.002326121,0.001300343,0.007209149,0.395373611
815,0.000146927,0.00222193,0.001265727,0.007467919,0.451470442
816,0.000801054,0.00299421,0.00217922,0.006731722,0.534834964
817,0.001224524,0.003238194,0.002557578,0.010439314,0.604127452
818,0.000707403,0.003197477,0.001851996,0.011186112,0.656064677
819,0.000724276,0.003235644,0.001539586,0.011876074,0.696490609
820,0.000475008,0.002595191,0.001552758,0.007844485,0.720301499
821,0.000349465,0.001865805,0.001311432,0.004803469,0.745429085
822,0.000469445,0.002657533,0.002842205,0.002941629,0.762196403
823,0.000794806,0.001159675,0.002245354,0.004494857,0.775225459
824,0.000631442,0.002033403,0.002224117,0.00303672,0.782172316
825,0.000609154,0.001949772,0.0022937,0.003268285,0.791149712
826,0.000545431,0.00263481,0.002457094,0.004615884,0.788793651
827,0.000731183,0.001757746,0.002615672,0.00310865,0.791695305
828,0.000824482,0.002188808,0.003060588,0.002254448,0.791794802
829,0.000734742,0.002697947,0.003081366,0.003621095,0.79550735
830,0.000754151,0.002589042,0.001486608,0.002749772,0.800211942
831,0.001326636,0.003207785,0.002698445,0.002556561,0.805598031
832,0.000861484,0.003589273,0.001928301,0.005635713,0.807953655
833,0.000530706,0.003007052,0.002127193,0.003312164,0.813461623
834,0.000566842,0.001058965,0.002858482,0.004538685,0.817148537
835,0.000225576,0.001150368,0.002128095,0,0.819325762
836,0.001171834,0.00204738,0.003173831,0.005130313,0.822140368
837,0.000599448,0.000814285,0.004568733,0.004941169,0.823311684
838,0.000649977,0.001046637,0.003575894,0.002735021,0.823733258
839,0.001357479,0.00180675,0.002104821,0.005846278,0.826112128
840,0.001000671,0.001909576,0.002005086,0.002295081,0.826815097
841,0.000901516,0.001846797,0.002924758,0.00128997,0.821981567
842,0.00045636,0.001836575,0.002377414,0,0.815495925
843,0.000754277,0.002395177,0.001962173,0.000789012,0.810962009
844,0.000810577,0.002501917,0.004185011,0.00053175,0.805697561
845,0.000572307,0.001834381,0.001828956,0.004311279,0.798842618
846,0.000732547,0.002332638,0.002117271,0.001916651,0.792634081
847,0.0003425,0.002881227,0.001837117,0.001654959,0.784990466
848,0.001245748,0.002369539,0.002608847,0.000554596,0.775635509
849,0.001138667,0.002325943,0.003587844,0,0.769346119
850,0.000798237,0.003154738,0.002986145,0.000566554,0.760201345
851,0.002667196,0.00486041,0.00366377,0.001464394,0.751754446
852,0.001659554,0.003824196,0.004694171,0.001466867,0.744287114
853,0.001227585,0.004773879,0.004234816,0.002186805,0.74023511
854,0.001937392,0.004414238,0.003154054,0.001597356,0.733578095
855,0.002002174,0.003486355,0.004902536,0.002017054,0.731813484
856,0.002234527,0.004465131,0.004134414,0.002460392,0.719598531
857,0.002205443,0.003872212,0.004811204,0.001703014,0.709331295
858,0.00258383,0.004159209,0.003716101,0.000660516,0.693598726
859,0.001363553,0.003176572,0.00358593,0.001314725,0.674613322
860,0.002478578,0.003940157,0.004731354,0.001406327,0.648271349
861,0.002260269,0.00358837,0.004452985,0.000961064,0.623359095
862,0.002256985,0.005027846,0.003378068,0.001099429,0.583897562
863,0.002395311,0.003884478,0.004103157,0.000694176,0.534652795
864,0.002629315,0.003752946,0.004166648,0.000666573,0.470654768
865,0.001780275,0.004350693,0.003990656,0.002338215,0.395036637
866,0.000955217,0.004698744,0.003267922,0.000793297,0.343975042
867,0.000997519,0.003675068,0.00334829,0.002125529,0.268183445
868,0.000990338,0.004084915,0.004242516,0.002012962,0.201158838
869,0.00260734,0.004015636,0.00440999,0.000639026,0.148079983
870,0.00105084,0.004958437,0.003263691,0.002262748,0.109092768
871,0.001852448,0.004583878,0.003666157,0.000732121,0.088798425
872,0.0023432,0.004446533,0.003047811,0.002094344,0.065656589
873,0.001205632,0.004178605,0.003477641,0.001355077,0.049293694
874,0.001233165,0.004272422,0.004340026,0.002522923,0.037702242
875,0.001358581,0.004952981,0.003998013,0.001946461,0.02930656
876,0.00222633,0.004535118,0.004825712,0.001588313,0.024278956
877,0.001978128,0.003261513,0.004045904,0.001690483,0.01905825
878,0.001889362,0.00514661,0.003692731,0.00159314,0.015177633
879,0.002697821,0.003522936,0.004969343,0.001638696,0.01202798
880,0.002494265,0.0043117,0.003595376,0.002398517,0.010359799
881,0.001739225,0.003699617,0.003636949,0.002167552,0.008221071
882,0.001884906,0.003324669,0.003141128,0.001194581,0.00667068
883,0.002126534,0.004047825,0.003661179,0.001502414,0.005297178
884,0.001129718,0.003759422,0.004477906,0.001903063,0.00478392
885,0.000834695,0.004732882,0.003850132,0.002208969,0.004166217
886,0.001912817,0.004619894,0.004736628,0.001910931,0.003922917
887,0.002290365,0.00318758,0.004969172,0.000616408,0.003400058
888,0.001181334,0.003208152,0.003268318,0.001434516,0.002699456
889,0.001982082,0.00431801,0.003618157,0.001312025,0.002366439
890,0.002221874,0.004432088,0.004482571,0.001006046,0.002222717
891,0.001253402,0.004992878,0.004206704,0.002510427,0.001841109
892,0.001196854,0.003800157,0.004360426,0.001598339,0.00193146
893,0.002276901,0.003169281,0.003848557,0.001238224,0.001993431
894,0.001605001,0.004886106,0.004630405,0.001408302,0.001666784
895,0.001481427,0.003470353,0.004510047,0.001652303,0.001655367
896,0.0021871,0.005011083,0.004768677,0.002501718,0.001643951
897,0.00192832,0.004140527,0.003348076,0.002221584,0.001632535
898,0.002419678,0.003260445,0.003440769,0.001656058,0.001621118
899,0.001504439,0.005019042,0.004084965,0.000730129,0.001609702
900,0.001184748,0.004568168,0.003767198,0.001686765,0.001598286
