"wavelength_nm","blue","green","red","re","nir"
534,0.00184592361177143,0.0149963636238881,0.0231258159365526,0.00156032214626222,0.00313050844054788
535,0.00200223290513156,0.0153240216180172,0.0292511388614099,0.00244617095651722,0.00282694048090864
536,0.00143460271300048,0.0167683530102179,0.0248373067260216,0.00353662864322638,0.00282137687989232
537,0.00126797570365095,0.0173929013256259,0.01825231366878,0.00325471286866395,0.00248678419916801
538,0.00146940620910252,0.0185220210705055,0.0140921514173489,0.00245723845884881,0.00197963769957331
539,0.00142857678997562,0.0192989392335262,0.011372391595448,0.00278271750285518,0.0022200929899813
540,0.00100811980090388,0.0215896712069992,0.0094314940273791,0.00383819133117217,0.00143952100868748
541,0.000828122923936683,0.0242104972260979,0.00967540545410389,0.00469829866493455,0.00153389641553224
542,0.000692095134671219,0.0276421418763493,0.0097072864338644,0.00488386485347969,0.00101997449489154
543,0.000485893013564566,0.0361198770138259,0.0114291440153527,0.00470898013787201,0.00116089269088769
544,0.000598139730599164,0.0471627807896226,0.0122206463846861,0.00488742066955303,0.00126203067171101
545,0.000626943263629635,0.069377238958404,0.015422725183137,0.00633131504427275,0.0011453302984305
546,0.000818566130620259,0.1677104094266,0.0241080248566895,0.00668032575962782,0.00201027612066432
547,0.000802464215881345,0.328543850259966,0.0309041314637361,0.0064094403907905,0.00198146615443956
548,0.000831016694041794,0.562479617605395,0.0328584986423766,0.00716567362243157,0.00202428055591213
549,0.00137770852367179,0.834238568545636,0.0230069273040327,0.00777769873343563,0.00302382899776168
550,0.00160914571862566,0.901490638832546,0.0161548414061332,0.00753576939095159,0.00436368202412458
551,0.00238907406590857,0.933099962929416,0.0109564231456433,0.00578193932241955,0.00698599547262175
552,0.0034868372468075,0.980745426609068,0.0076808257821958,0.00654991196657909,0.0107171563830834
553,0.00332753661983543,0.998118535272929,0.00698708635980618,0.00557002002998955,0.0114954527820735
554,0.00269773511778413,0.999540941677643,0.00644130735980194,0.00622707420042393,0.0108744306276588
555,0.0014264498760312,0.981177600114883,0.00453925879046682,0.00511132157354911,0.00670531651170641
556,0.000989459651014212,0.969359923374698,0.00406484742827999,0.00314245892958883,0.00470783136399328
557,0.000943116111623334,0.963301885713781,0.00430466044887172,0.00173250431312249,0.0031309024418167
558,0.000532931677569663,0.967334547757882,0.00402449892081071,0.00375388825939349,0.00228323700726472
559,0.00031778943927322,0.973752970641663,0.0041405025345423,0.00341270895581703,0.00190715443652396
560,0.000342167108602903,0.981965740448113,0.00451513437078107,0.00350816423603591,0.00152575876521719
561,0.000394110314899554,0.993701479933313,0.0046971866159741,0.00372976041403437,0.00101889389577474
562,0.000341434218966125,1,0.00463306333034947,0.00317777706026378,0.00109762333552275
563,0.000319490538173169,0.996806943240024,0.00499059694355444,0.00465390412875694,0.0012143935704884
564,0.000422987110910201,0.976586023759251,0.00424475499257159,0.0059088175171036,0.00135922832701768
565,0.000309264383676169,0.937318937478163,0.00407649768936446,0.00674024323383648,0.00134107934585448
566,0.000264293504414995,0.87229003389796,0.00403746597522149,0.00654068207690165,0.0012447954301434
567,0.000333103286655199,0.712962142075392,0.00384213696074201,0.00838594326512763,0.00179591150584305
568,0.000255261744790641,0.562543931749455,0.00422237520468161,0.0161079180168844,0.00214699652474468
569,0.000226020379324297,0.401187687358198,0.00416555725436767,0.0216259029774551,0.00219263503178752
570,0.000268650516488149,0.202019529641251,0.00479876622297144,0.0237641780292673,0.00215592816401638
571,0.000328407259648111,0.117157658320324,0.00535077014057234,0.0171589520481293,0.00235525512858833
572,0.000352264682881101,0.0665176416180746,0.00614593694089503,0.0105627963775528,0.00219303718151034
573,0.00036453188577,0.030638521165799,0.00717134298309829,0.00601229563965372,0.00185317238062571
574,0.000397036441568572,0.0203801379503854,0.00747296936671663,0.00504530900995322,0.00217539178612954
575,0.000384110293296234,0.0129068425410002,0.00746209402921571,0.00262526732283669,0.00224184308700321
576,0.000419944557072493,0.0104291896086555,0.010315133958569,0.00345016526438155,0.00271189961730964
577,0.000390599851290693,0.00904826665329886,0.0139811604241767,0.00261136563887187,0.00301580899703119
578,0.000267936489468016,0.00780026336520892,0.0152257499655035,0.00259247132145412,0.00385596367062491
579,0.000325963558226559,0.00747087200704845,0.0119864970614936,0.00311808586717242,0.00397074123095553
580,0.00043389097388601,0.00716049377208618,0.00796550624135169,0.00350299359620361,0.00468109171524734
581,0.000598366284861165,0.00688107744960069,0.00557158255455484,0.00258161152058256,0.00385117629622705
582,0.000545038961589053,0.00665783609279551,0.0053008162767555,0.00237927547578955,0.00296198040711334
583,0.000673813824316717,0.00679827149973041,0.00524708882824827,0.00216835917981739,0.00283153547290722
584,0.00178179137073734,0.00676809799836332,0.00995310218486945,0.000311091451106951,0.00236874484729301
585,0.00334905581257244,0.00758669206852788,0.0168251615180024,0.00208575513028774,0.00424805521727135
586,0.00392446384931387,0.00737519342566941,0.0198338515478436,0.00155404743164688,0.00285047116661615
587,0.00329445555388818,0.00688684536162061,0.0163960048348206,0.000620854458707807,0.00229030645633711
588,0.00234011972747417,0.00638460589667063,0.0111752716006139,0.000102602249411081,0.00237206254182373
589,0.00126316852345759,0.00663768012946975,0.00595552552191676,0.00154650598227844,0.00285115981489828
590,0.000766629683010259,0.00692716808820665,0.00406483736737187,0.00154101498933769,0.00290870091374877
591,0.000861935160975014,0.00737011290478176,0.00360850791999511,0.00356736461527936,0.00304796110270025
592,0.000657754147839389,0.00697231964815294,0.00233911565844153,0.00706919200398718,0.00282916655127488
593,0.000405309217685281,0.00680922659137682,0.00184895843793615,0.0108959684894854,0.00266053556390902
594,0.000316332764329603,0.00767991928593621,0.00152932527913223,0.00975096229766232,0.00208780963893898
595,0.000448594910052717,0.00735287963604045,0.00140254853905655,0.00559524760093863,0.00201604188345778
596,0.000329540472234119,0.00731654563938271,0.0013144398343688,0.0029266547997173,0.00237045914538091
597,0.000224968777990736,0.00749991330346508,0.00114727917781518,0.00115231939928404,0.00240947699114954
598,0.000296709040149487,0.00776948561067962,0.00118846233668002,0.00104120226106643,0.00268946592806862
599,0.00029968139055943,0.00789252617782273,0.00133076684711753,0.00214235936278703,0.0029757977150632
600,0.000187983762613692,0.00793533667002675,0.00124261165765055,0.000819266791760306,0.00272320557197576
601,0.000253826808649022,0.00850640171213989,0.000911059021791008,0.000539241410726149,0.00276070920635994
602,0.000289808552875886,0.0085998060982519,0.00118427580445889,0.00142490175088249,0.00283730279747931
603,0.000255687916629424,0.00926196785647282,0.00122310845077004,0.00220394253484777,0.00271735644366194
604,0.000169691532173482,0.010335456776083,0.0011623955126522,0.00104611864926931,0.00319099159136063
605,0.00023195216124889,0.0123613162097577,0.000917365312945737,0.0012032733409998,0.00376781769921125
606,0.000299393927683337,0.0136401336375001,0.000836687593000756,0.000509317516963176,0.00411056478156614
607,0.000202850770809875,0.0122328544333078,0.000734011521839822,0.00083594921051312,0.00420836360678205
608,0.000355508089851856,0.00999188112828355,0.000836220012979293,0.00173918591192159,0.00480650107352962
609,0.000215753617517247,0.00800216236111442,0.000842573217423412,8.11188159309134e-05,0.00445044328493777
610,0.000290057441806588,0.00579808214758884,0.00111980550869906,0.000837201280880299,0.00359640990520216
611,0.000288938263064531,0.00445112361848176,0.000700702845312028,0.000144223153457414,0.00337686471703589
612,0.000131710259024089,0.00346584326504323,0.000736731401182308,0.00079555505886421,0.00282144774173745
613,0.000227631819877178,0.00287768827021553,0.000624433892039281,0.00134296736282662,0.00287824885469737
614,0.000225770046309515,0.00237454067019627,0.000730801167142977,7.59306569750875e-05,0.00291460946688606
615,0.000257733117058632,0.00213335360801927,0.000930723670558274,0.000696478155222944,0.00322303379976734
616,0.000257216670534378,0.00226624225813598,0.000931405176178111,0.000703267244821664,0.00322604601846761
617,0.000197299278353152,0.00187422261794658,0.000921071867243446,0.000394876054771405,0.00323213731489982
618,0.000204003961332305,0.00197327888267124,0.00079908212377508,0.00047516137592409,0.00347362685040712
619,0.000119489469756904,0.00196589749640939,0.000935997028267651,0.000715190185583574,0.00340875759956911
620,0.000239775218813656,0.00170205936218736,0.000883147373334184,0.000158810461384942,0.00296820763458538
621,0.000320244148932442,0.00216962375046,0.000976301106464811,0.000957506033249796,0.00300406304034369
622,0.00048975920862849,0.00196514613243104,0.00104751271100281,0.000239076886078784,0.00340551293750586
623,0.000720615296637954,0.00188076861428199,0.00133770341222661,0.000884439500398876,0.00386218518979506
624,0.000737702390531804,0.00182182505060199,0.0011560165470118,0,0.00412100133469457
625,0.000649406990086479,0.00178824789521808,0.00128993619416848,0,0.00447394564005307
626,0.000505374173775704,0.00212774495791387,0.00130692747702684,0.000485938526512946,0.00462616010324012
627,0.000268108984217883,0.00185171314570211,0.00100209216237235,0.000812762662544562,0.00442168661936715
628,0.000285433017653834,0.00188794472694101,0.000889727252202367,0.00187841630438908,0.00426058688656022
629,0.000263470975874222,0.00217997076822668,0.00118894433603834,0.00155748289155636,0.00399080003288781
630,0.000287284427165393,0.00205593618514977,0.00130889829625788,0.000487318688389347,0.00367741930806754
631,0.000255687993141597,0.00198778243532502,0.0012084586526511,0,0.00361710670638281
632,0.000309600462350214,0.00192226386074743,0.000858350954489574,0.000574731302841679,0.00345934309951485
633,0.000235434875132858,0.00231461485332771,0.000689983768405891,0.000247498830673144,0.0033927928659683
634,0.000237368862406631,0.0022761045713318,0.00128892658015845,0,0.00268288575599727
635,0.000221354272593933,0.00214227194482297,0.00113632097012238,0,0.00304612748617453
636,0.000362589002869154,0.00254351311720343,0.00139079411825196,0.000837043709435643,0.00308722050896954
637,0.0002135467047052,0.00219190738991779,0.00121828430587261,0.000925546043102285,0.00312904186175891
638,0.000347683984886947,0.00234242736675445,0.00129214853134498,0.00151633385802125,0.00305029595531078
639,0.000393445547006972,0.00205607201206719,0.00101155966075066,0.00126077189239112,0.00282139749468745
640,0.000311192020400782,0.00228500655502884,0.00066745907660344,0.001180047872351,0.00320194503433904
641,0.000237746890334987,0.00277529894722814,0.00103107301470729,0.00084504880647594,0.00349844117118342
642,0.000440531996542771,0.00255213169417124,0.00138475807459588,0.000849032405714635,0.00356938662915053
643,0.00048303744500425,0.00307490624109687,0.00194930067242525,0.000508448996341674,0.00428001822033336
644,0.000416688870229354,0.00331313251716814,0.00155148333812824,0,0.00461419566609446
645,0.000341562278468512,0.00405467185596815,0.00104689811462499,0.00017094211751384,0.0052519814237804
646,0.000658869561066075,0.00448986770539602,0.00175301486742219,0.000256699448007349,0.00580259303439354
647,0.000660225610825393,0.00460214570925547,0.00164254236392967,0.000944761590350123,0.0073740856246211
648,0.000724624039250336,0.00465117201686139,0.0018286386778044,0.000771331427494901,0.00836459119577123
649,0.000515723464639508,0.00513597785089815,0.0016978776467263,0.00120487357661207,0.00861542871374922
650,0.000406662039314199,0.00548423399161412,0.00251681519111496,0.000776230459074888,0.00775522644691632
651,0.000511005558098454,0.00596218347733996,0.00276245243923173,0,0.00632930026232881
652,0.000410074224005994,0.0054412909848341,0.0030031801445349,0,0.00424324567880803
653,0.000433575338918131,0.00500271202676611,0.00424705435399063,0,0.00356848586327094
654,0.000443207210971421,0.00511921386045046,0.00510335410597985,0.000959113204135701,0.00253012268880154
655,0.000298318488276819,0.00511962250709122,0.00595226303869328,0.00174768681022974,0.00214982891037093
656,0.000357331539733793,0.00502547015253797,0.00845801665952957,0.00184047303342176,0.00135539848537004
657,0.000350695634864293,0.00459073674878876,0.011190464512966,0.00254163666592582,0.00121673996763947
658,0.00037280053073291,0.00399362739367688,0.0170857445691801,0.00202569194197006,0.000970450775187895
659,0.000328702786194871,0.00386207058377608,0.0224814734021496,0.0022054829571447,0.00105623293593108
660,0.000305793177479462,0.00406570433582555,0.0367786820586697,0.00159684954774399,0.00102797670976379
661,0.000547475132045246,0.00453572915308319,0.0525451332698416,0.00203724708733218,0.000795134289447461
662,0.000300514797904996,0.00414512301938989,0.0932735863629894,0.00311814260351257,0.00094223867246794
663,0.000293323015666126,0.0040391942638696,0.143085299933153,0.0025833721419119,0.00104492134885434
664,0.000208921074237317,0.00416634366074557,0.222507962395875,0.00258380890399081,0.000898658787621863
665,0.000379385285274332,0.00421538636378202,0.406450173769958,0.0018775826240853,0.000845015207585605
666,0.000289942170042094,0.00418951183055138,0.556903477260501,0.00160784241426867,0.000815204417091897
667,0.000396126046514996,0.00427747361812889,0.751978486532094,0.00169439978850526,0.00101260928858256
668,0.000255234755282033,0.00409162469560951,0.843348658248531,0.00331096207527431,0.000923538370594819
669,0.00025092636418541,0.00346484206705096,0.934865445596085,0.00334978451019812,0.000899298239740313
670,0.000197872739972216,0.00389545089888308,0.975019256700215,0.00227289302458031,0.000775883255265629
671,0.000351930129521475,0.00390011382614386,1,0.00301714653149166,0.000943987901612207
672,0.000402091750047772,0.00350619562728164,0.977949659573299,0.00237875837053306,0.000751765945747027
673,0.0004152534386919,0.00354028040965838,0.918405931077531,0.00267562506085627,0.000632575812913946
674,0.000501100264910318,0.00352673994573325,0.841861870765128,0.00294171977359394,0.000950746302327142
675,0.00056510797860452,0.00315995200919423,0.655382317772269,0.00267078129152193,0.000697551783899683
676,0.000372452319338289,0.00294293563007954,0.48496413391014,0.00304293914933162,0.000733298281526636
677,0.00052686917419518,0.00316572683308981,0.255221029293295,0.00339106980661601,0.000771408373198511
678,0.000594704822805813,0.00329473999385692,0.151140845292139,0.0032267467936962,0.000569315387859
679,0.00073899345029061,0.00355384806901152,0.0674935085276279,0.00343925900808448,0.000775658522195843
680,0.000683006516259902,0.00377755303034027,0.040606341969583,0.00447564058760808,0.000593621204613783
681,0.000593431084759354,0.00419591967346305,0.0204526273142884,0.00430359180961435,0.000553691980644485
682,0.000593741395736119,0.00477529716406193,0.013962747478486,0.0022347491880389,0.000895097569973273
683,0.000379290917322771,0.00503553993855205,0.00831105262292467,0.00300360742654389,0.000986282822784977
684,0.000446017216269572,0.00449013971777799,0.00621776154319099,0.00356880312601436,0.000992288399676371
685,0.000391472378733774,0.00461982033737252,0.00433236981798991,0.00330141074641505,0.000871233187560885
686,0.000261371520415374,0.00536030215765837,0.00392692703564406,0.0027328794566993,0.000589324040682023
687,0.000348464804415126,0.0051131383870733,0.00296636996289024,0.00435521189688504,0.000748469718320918
688,0.000339814688532958,0.00508221598535978,0.00262492294550432,0.00506607586158196,0.000791365341093025
689,0.00037289582548645,0.0050611552558997,0.00230762442389942,0.00494167638960454,0.00102267868280097
690,0.00029953336063136,0.00528484227761688,0.00212701094543868,0.00527499430392388,0.000756627852409719
691,0.000333940982518184,0.00513030850012848,0.00204396243819097,0.0032765691142365,0.000905547957715195
692,0.000324954481475694,0.00455507326900888,0.00159887744532457,0.00357356310414947,0.00080043383710293
693,0.000233616733827549,0.00458061844047237,0.00124728129871948,0.00183549326699123,0.000898990261156403
694,0.00028467980149076,0.00466009811617369,0.00104543755691928,0.00466612523953078,0.00105103413307637
695,0.000353794461342284,0.00468495098843532,0.00102483169625028,0.00447450771436401,0.00104481667614256
696,0.000408256610544671,0.00511587743208889,0.00108835590184453,0.00361734671150889,0.00117228532746231
697,0.000330585765067307,0.00559371057143696,0.00101332725193155,0.00413637474595089,0.000957308429652296
698,0.000369276605933637,0.00635344060590288,0.00158007223829763,0.00541875499287108,0.000869804383443211
699,0.000395271523436218,0.00740881775615996,0.00115796920711824,0.00560350859404223,0.000762924245674575
700,0.000311556777586262,0.00832685193955337,0.00156207527193002,0.00591458841210356,0.000546431655830891
701,0.000325160710676697,0.0088033768971414,0.00155681102522119,0.00713448261425618,0.000940439069400318
702,0.000390942964389451,0.0089330836787478,0.00117162191345365,0.00919703561224974,0.000889391704163423
703,0.000440455885918683,0.00815998925487238,0.00170463815064835,0.0131572468640395,0.000475336104474699
704,0.000307470937604315,0.00739513384094867,0.00113433142226895,0.0157643653600919,0.000641388736236457
705,0.000236367767608012,0.00613398098849912,0.000884364614905786,0.0215715090551397,0.00102077215847834
706,0.000316272924279999,0.00499656660639438,0.000877634169225873,0.0277358189176081,0.000744642024585078
707,0.000402692453680617,0.00450743806369723,0.000658210692874262,0.0397244290940181,0.000793228614107151
708,0.000616322090207708,0.00406165836687194,0.000572273814177944,0.0547105110590656,0.000943086495491888
709,0.000775377425249912,0.00279955291865091,0.000787595559111918,0.0860034844115038,0.000762885046560832
710,0.000750794290400778,0.00271399288201629,0.000822317190226894,0.126449148399512,0.000857526423531522
711,0.000643367611914203,0.00205752753807769,0.000742233161013065,0.234029675435082,0.000626661252098179
712,0.000688088659657729,0.00186403539340884,0.000597115592315094,0.429880810780758,0.000612397071177236
713,0.00069851436022191,0.00170542155354564,0.000714744233012972,0.602350491052185,0.000673941729372643
714,0.000822246198496323,0.00203368587132754,0.000708915480016008,0.844632791232624,0.00102847545019214
715,0.000666919549832317,0.00179552793504825,0.00125253899093987,0.938404831387863,0.0011544971504161
716,0.000544975825157836,0.00148843139819655,0.000742224990190672,0.999345944452908,0.00128733682169123
717,0.000729313738066892,0.00147011071383489,0.0010233970043031,1,0.00114907268910454
718,0.000579673713525126,0.00130720779601297,0.000779663812988188,0.99926184995516,0.000976395865710238
719,0.000594156822809315,0.00166436547084032,0.00065051369081936,0.99981870779945,0.000945471207380403
720,0.000659569943216556,0.00195672907696632,0.000821399610997036,0.981341039304968,0.00103979028454429
721,0.000741439318858288,0.00183762363974533,0.00101352304140886,0.911991987996245,0.00116590387696916
722,0.000667407495277468,0.00165463376130498,0.000880399207119837,0.798395362162843,0.000908432771004201
723,0.000542091897971463,0.00211860652015537,0.000843080721088824,0.543810749668272,0.0009490459413431
724,0.00055738270503042,0.00245361813187137,0.000719536155839793,0.365639934676026,0.00126630691101844
725,0.000332621165960946,0.0019793502179601,0.00102130892609735,0.170853267429648,0.000871524142727931
726,0.000211483065658085,0.00263727543411343,0.000828450180764813,0.075676689359247,0.000747360048976776
727,0.000212521001099058,0.00307021176058215,0.000771826834226121,0.0444670993619081,0.00100539339716446
728,0.000324195460992314,0.00309709382595727,0.000957177566925588,0.0240653337445284,0.000723166743323905
729,0.000391694769164436,0.00387008684444885,0.00114189231516995,0.0163204091360751,0.00240248166620608
730,0.000283556869216758,0.00454736950312877,0.000658616036281326,0.00839259566960886,0.00149871076841905
731,0.00039432216912243,0.00507639439626017,0.000890172288216748,0.00640202309524759,0.000973320687819365
732,0.000528010008948094,0.00505853018222125,0.00101963684415032,0.00577016586722818,0.00124453565330082
733,0.000210617139051708,0.00472315457065851,0.00110029486271773,0.00536537034679043,0.00092759869690532
734,0.000186641663382915,0.00418279174417954,0.000798651409289671,0.00609195368275443,0.000705774459747299
735,0.000271089407687573,0.0041624134996198,0.000612961740461435,0.00499579215481358,0.000893384898719083
736,0.000223147072390911,0.00428092644887336,0.000258006141383438,0.00460444330572017,0.000976490004637827
737,0.000371910758292046,0.0039719290553132,0.000352206133296452,0.00341325354173787,0.00103938218052757
738,0.000121003568633501,0.00384061189285007,0.000494858770049063,0.00462372100050026,0.00111301011887364
739,0.000215298763571704,0.00339598106331235,0.000336146985593276,0.00412982647519533,0.000869431024632853
740,0.000228783506649487,0.00280179148887003,0.000844965059724149,0.00219550777475206,0.000865024127341954
741,0.000285494520482677,0.00313595952049033,0.000782599691843436,0.00200956092509694,0.0010478893467457
742,0.000237409876483315,0.00324352359912963,0.000511674240637625,0.00278422320193263,0.00101204600558287
743,8.63974230094178e-05,0.00321656222345565,0.000742030046980824,0.00191466188454989,0.00157231701703668
744,0.000280954160977492,0.00327738838078082,0.000950314089120347,0.0028612857480765,0.00149874143030664
745,0.000213891818330427,0.00380829851950927,0.000784962154891695,0.00276794229482197,0.00126838010531392
746,0.000210682175310542,0.00480360193532533,0.000490915404406005,0.00269009845532585,0.000986794932660851
747,0.000273496474730846,0.00514016343924574,0.000581044128835193,0.00232647132698265,0.00108046154104709
748,0.000228292845979832,0.00634416884165192,0.000492603852913472,0.00222683922706171,0.00105791668843851
749,0.00039369953894182,0.00854340442998696,0.000650058624623136,0.00233897841252465,0.000788926580832625
750,0.000284935693299467,0.0111582347868284,0.000932949423443168,0.00295253210473131,0.000834333021427236
751,0.000241671304418938,0.0125831484176531,0.000695417024359456,0.00244804733916633,0.00128063393379414
752,8.09017314915267e-05,0.0128241180410443,0.00091991008238616,0.00334336692099138,0.0010989861898579
753,0.000278270085046648,0.0109574314080033,0.000739514880429903,0.00276388377150145,0.00123979684874339
754,0.000166506920616913,0.00776008302243652,0.000335766225854047,0.00367099804556598,0.000909463141590968
755,0.000203728281808287,0.00549311233546165,0.000676290862210587,0.00260520593730302,0.00126833538926426
756,0.000207465984585453,0.00453414004350546,0.000773183446731679,0.00240319095136732,0.00134646471053103
757,0.000288313858958493,0.0032908557800186,0.000919260299126488,0.00211874304970368,0.00119805064013824
758,0.00175387958538452,0.00415822920522353,0.0021265537097051,0.00437253738521047,0.00550889956110978
759,0.000562080118344656,0.0025247532051822,0.00112237079911647,0.00244619369896302,0.00239383636206744
760,0.000204849574338058,0.00174077978991973,0.00113405119533472,0.00164316198024591,0.0015664851914648
761,0.000133641811191927,0.00146344150178278,0.000744622555986602,0.00270561869381974,0.00134678213125158
762,0.000190461406528168,0.00130018384164333,0.00108441704439347,0.00343337637007858,0.0016292088830494
763,0.000171558007924233,0.00124605579598204,0.000947589213917306,0.00386891072055012,0.00147581441808617
764,0.000151976319165965,0.00093962154708764,0.00100624422789046,0.00389149669554151,0.0015042328700759
765,0.00017194871487959,0.00107529038135078,0.000722616768581717,0.00262063963578068,0.00172739148294817
